label,kind,n_ind,date_bp,date_min,date_max,region,median_coverage,median_snps,median_damage,mean_alpha,note,D_VA,D_VA_se,D_VA_z,D_NEA,D_NEA_se,D_NEA_z,R,R_se,testable,n_snp
PD_Han,present-day,46,0.0,0.0,0.0,EastAsia,38.1114555,467263.5,,0.022058391304347825,,0.07557720637922169,0.007984595787741204,9.465376631244853,0.03304597369993182,0.004005099542194566,8.250974376987523,2.287032213530377,0.3761316905381305,True,505846
PD_Japanese,present-day,31,0.0,0.0,0.0,EastAsia,45.17534,466798.0,,0.020365838709677418,,0.07508584374168756,0.007950935947125672,9.44364842592295,0.031311318760700584,0.003720484137394623,8.41592588609375,2.3980415617603814,0.38860887198885474,True,506357
PD_Juhoan,present-day,10,0.0,0.0,0.0,Africa,35.641115049999996,468575.5,,0.0108389,,-0.01881915289809305,0.006951191928051112,-2.707327476047597,0.012292924447242918,0.00264789084874454,4.6425344356892335,,,False,505846
PD_Karitiana,present-day,15,0.0,0.0,0.0,Americas,35.7559243,467982.0,,0.022710666666666667,,0.0909861879200052,0.008636747891344628,10.53477409143638,0.034697297601802256,0.004689851837082383,7.398378201940787,2.6222845641811356,0.46263263495714124,True,505839
PD_Luhya,present-day,103,0.0,0.0,0.0,Africa,34.43368595,485105.0,,-0.00033161165048543694,,0.0034602484635575864,0.002778778727678503,1.2452407343885237,0.001035772194586442,0.0008099674839605859,1.278782438921763,,,False,507181
PD_Mandenka,present-day,26,0.0,0.0,0.0,Africa,33.92812735,467314.5,,-0.00037726923076923056,,0.00391065725261276,0.0030512045742860337,1.2816765173891476,0.001395802461837807,0.0009509814418558102,1.4677494222326175,,,False,507213
PD_Mbuti,present-day,17,0.0,0.0,0.0,Africa,36.02369075,467564.0,,3.9000000000000026e-05,,-0.020747087244868078,0.005174267458850826,-4.009666568236479,-0.0002625483288548141,0.002415099149025769,-0.10871120092966945,,,False,505844
PD_Mende,present-day,87,0.0,0.0,0.0,Africa,36.25374855,485101.0,,-0.0008230459770114943,,0.0004570016630476195,0.0018119658823374052,0.2522131721697183,5.467591322523733e-05,0.0007514388922730056,0.07276162278458831,,,False,506337
PD_Mixe,present-day,3,0.0,0.0,0.0,Americas,42.2325421,494061.0,,0.02093333333333333,,0.08352001931130937,0.009088276321233995,9.18986355159249,0.0312395356994381,0.0046761190864273725,6.680654432029359,2.673535871815522,0.4846235898965512,True,495853
PD_Papuan,present-day,32,0.0,0.0,0.0,Oceania,40.4247622,468741.5,,0.0289255,,0.0638945620795559,0.00948363058831683,6.737352481682441,0.03932393143528144,0.00496885987463537,7.91407534674484,1.6248264033496327,0.3177972046734816,True,505851
PD_Russian,present-day,27,0.0,0.0,0.0,WestSiberia,35.4000251,467737.0,,0.022049777777777783,,0.07561343591952939,0.005828225240247528,12.97366398905991,0.03220411254712729,0.00374783223203513,8.59273055817655,2.3479434748862333,0.32218820347771615,True,505849
PD_Sardinian,present-day,31,0.0,0.0,0.0,Europe,33.4938691,468021.0,,0.02018109677419354,,0.07240216747762837,0.0073043187891170215,9.912240904039276,0.02992925803783618,0.003811867049726461,7.8516007109911925,2.419110002195794,0.37604157309701763,True,505853
