replacement,label,fraction,alpha,D_VA_base,D_VA_mixed,realised,predicted,kappa,implied_source_D_VA
altai,CentralAsia_Bronze,1.0,0.0189954729729729,0.0677848126380172,0.024854308846204716,-0.04293050379181248,-0.0677848126380172,0.6333351398501152,3.5684719582640896
altai,CentralAsia_Iron_Classical,0.0,0.0180061119402985,0.0715679413941012,0.0715679413941012,0.0,-0.0,,3.974647143780601
altai,CentralAsia_Iron_Classical,0.02,0.0180061119402985,0.0715679413941012,0.0707292535945219,-0.0008386877995793102,-0.0014313588278820242,0.5859381891124485,3.974647143780601
altai,CentralAsia_Iron_Classical,0.05,0.0180061119402985,0.0715679413941012,0.06947116120046597,-0.0020967801936352393,-0.0035783970697050604,0.5859551505300279,3.974647143780601
altai,CentralAsia_Iron_Classical,0.1,0.0180061119402985,0.0715679413941012,0.06737417867558632,-0.00419376271851489,-0.007156794139410121,0.5859834217420357,3.974647143780601
altai,CentralAsia_Iron_Classical,0.133,0.0180061119402985,0.0715679413941012,0.06599005935788492,-0.005577882036216286,-0.009518536205415462,0.5860020822364277,3.974647143780601
altai,CentralAsia_Iron_Classical,0.15,0.0180061119402985,0.0715679413941012,0.06527699379017464,-0.006290947603926567,-0.01073519120911518,0.586011695682231,3.974647143780601
altai,CentralAsia_Iron_Classical,0.2,0.0180061119402985,0.0715679413941012,0.06317960651493866,-0.008388334879162546,-0.014313588278820242,0.5860399723509395,3.974647143780601
altai,CentralAsia_Iron_Classical,0.3,0.0180061119402985,0.0715679413941012,0.058984224677789014,-0.012583716716312192,-0.02147038241823036,0.5860965338757749,3.974647143780601
altai,CentralAsia_Iron_Classical,0.4,0.0180061119402985,0.0715679413941012,0.05478803292967804,-0.016779908464423163,-0.028627176557640483,0.5861531063196894,3.974647143780601
altai,CentralAsia_Iron_Classical,0.5,0.0180061119402985,0.0715679413941012,0.050593917491839835,-0.02097402390226137,-0.0357839706970506,0.5861290263126138,3.974647143780601
altai,CentralAsia_Iron_Classical,0.7,0.0180061119402985,0.0715679413941012,0.04224599405580532,-0.029321947338295885,-0.05009755897587084,0.5852969273895882,3.974647143780601
altai,CentralAsia_Iron_Classical,1.0,0.0180061119402985,0.0715679413941012,0.029776340859642068,-0.04179160053445914,-0.0715679413941012,0.5839430298033373,3.974647143780601
altai,CentralAsia_Medieval_Recent,0.0,0.0190756046511627,0.0695164906601158,0.0695164906601158,0.0,-0.0,,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.02,0.0190756046511627,0.0695164906601158,0.06865612477889002,-0.0008603658812257747,-0.0013903298132023159,0.6188214285962214,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.05,0.0190756046511627,0.0695164906601158,0.06736558613631835,-0.002150904523797445,-0.00347582453300579,0.6188185000056394,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.1,0.0190756046511627,0.0695164906601158,0.06521471554298428,-0.0043017751171315205,-0.00695164906601158,0.6188136190827034,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.133,0.0190756046511627,0.0695164906601158,0.06379515953810155,-0.005721331122014242,-0.0092456932577954,0.6188103977157545,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.15,0.0190756046511627,0.0695164906601158,0.0630638788793107,-0.006452611780805098,-0.010427473599017368,0.6188087382367632,3.644261449708679
