cohort_a,cohort_b,statistic,diff,se,z,se_independent,n_blocks_used
UP_Europe_pre_LGM,Europe_Palaeolithic,D_VA,0.001765480152833454,0.0033838746806471916,0.5217333144547164,0.009006367283275378,50
UP_Europe_pre_LGM,Europe_Palaeolithic,R,0.04018932284159371,0.11944202572135648,0.33647556292582015,0.3910483701630437,50
UP_Europe_pre_LGM,InnerAsia_Bronze,D_VA,-0.002709433721847121,0.006301267127858908,-0.4299823617805825,0.010031650524570931,50
UP_Europe_pre_LGM,InnerAsia_Bronze,R,-0.38109174020252423,0.23829990228188686,-1.5992106440384846,0.4461482297520429,50
UP_Europe_pre_LGM,InnerAsia_Iron_Classical,D_VA,-0.0013573612731878348,0.005515559143071397,-0.24609676697836547,0.009481521530669241,50
UP_Europe_pre_LGM,InnerAsia_Iron_Classical,R,-0.3277415494151703,0.20293138046863676,-1.6150363174897095,0.42418040292408343,50
UP_Europe_pre_LGM,InnerAsia_Medieval_Recent,D_VA,-0.001100260543215409,0.005843604769794334,-0.18828455834362198,0.009690987889310634,50
UP_Europe_pre_LGM,InnerAsia_Medieval_Recent,R,-0.4102203406387215,0.22701445989639935,-1.807022957154052,0.43947705293119277,50
UP_Europe_pre_LGM,NearEast_Bronze,D_VA,0.00503671154381484,0.0057394713941225466,0.8775566943277456,0.009639989901910364,50
UP_Europe_pre_LGM,NearEast_Bronze,R,-0.496506410249657,0.22365164891671374,-2.219998880645644,0.46458069654677914,50
UP_Europe_pre_LGM,NearEast_Iron_Classical,D_VA,0.0016977292305628278,0.0065755902837819355,0.2581865896891591,0.010021569927714337,50
UP_Europe_pre_LGM,NearEast_Iron_Classical,R,-0.48136353000491194,0.20861319527984817,-2.3074452666293594,0.44942492064539175,50
UP_Europe_pre_LGM,NearEast_Medieval_Recent,D_VA,0.005327139563484698,0.006487505367655539,0.821138366997579,0.009589342601428774,50
UP_Europe_pre_LGM,NearEast_Medieval_Recent,R,-0.5095226144759146,0.20574431445088312,-2.4764845426508826,0.4389166694771115,50
UP_Europe_pre_LGM,Siberia_Bronze,D_VA,-0.0023595141739068265,0.005939523490604172,-0.3972564764899709,0.009749054778928777,50
UP_Europe_pre_LGM,Siberia_Bronze,R,-0.30620488226619624,0.2121220722177132,-1.4435314489664253,0.4303486858131309,50
UP_Europe_pre_LGM,Siberia_Iron_Classical,D_VA,-0.001813134126338975,0.005824358287625602,-0.3113019558208068,0.009946925823181208,50
UP_Europe_pre_LGM,Siberia_Iron_Classical,R,-0.33600394038863834,0.21933410113292678,-1.5319274962401042,0.4419019594795032,50
UP_Europe_pre_LGM,Siberia_Neolithic,D_VA,-0.001996047710486684,0.006209017855889175,-0.32147559514480345,0.010404276109663466,50
UP_Europe_pre_LGM,Siberia_Neolithic,R,-0.31575732311061167,0.22647697128317978,-1.3942138192752431,0.4555443927043286,50
UP_Europe_pre_LGM,SouthAsia_Iron_Classical,D_VA,0.0018663740247103627,0.007430117090987993,0.2511903920025826,0.010891170154571037,50
UP_Europe_pre_LGM,SouthAsia_Iron_Classical,R,-0.38779852827012196,0.29027960060656804,-1.3359482631910007,0.506868879646955,50
UP_Europe_pre_LGM,SouthAsia_Medieval_Recent,D_VA,0.0015320715593845763,0.006040733325721426,0.25362343887306193,0.010161911034652452,50
UP_Europe_pre_LGM,SouthAsia_Medieval_Recent,R,-0.2867012930919395,0.2618617685532192,-1.0948573924172214,0.4592845017298664,50
UP_Europe_pre_LGM,WestSiberia_Bronze,D_VA,-0.0007981575525767282,0.005969087635479581,-0.1337151674290339,0.009607378846428746,50
UP_Europe_pre_LGM,WestSiberia_Bronze,R,-0.3350445228220944,0.2138908135456174,-1.5664278295460223,0.436414335161876,50
UP_Europe_pre_LGM,WestSiberia_Iron_Classical,D_VA,-0.0011419824138296925,0.005184431670466974,-0.22027147552835455,0.009655282622565048,50
UP_Europe_pre_LGM,WestSiberia_Iron_Classical,R,-0.4109379874494574,0.20058000403154533,-2.048748525226019,0.43852871261668985,50
UP_Europe_pre_LGM,WestSiberia_LateGlacial_Meso,D_VA,-0.0027999352364658364,0.006866721570669785,-0.4077542984159075,0.01033299813457162,50
UP_Europe_pre_LGM,WestSiberia_LateGlacial_Meso,R,-0.21942614065366994,0.25737493912866133,-0.8525544149579348,0.43791249561661844,50
UP_Europe_pre_LGM,WestSiberia_Medieval_Recent,D_VA,-0.0015696964307637118,0.0053274288546773215,-0.2946442784281513,0.009595906710247001,50
UP_Europe_pre_LGM,WestSiberia_Medieval_Recent,R,-0.3406021842214031,0.1852788972355677,-1.8383215212488766,0.4280639692739615,50
UP_Europe_pre_LGM,WestSiberia_Neolithic,D_VA,-0.0016641944426998706,0.006327908596213595,-0.2629928067696281,0.009944111557214358,50
UP_Europe_pre_LGM,WestSiberia_Neolithic,R,-0.330124745129202,0.23954970765171202,-1.3781053976871454,0.4545174445441956,50
UP_Europe_pre_LGM,ANC_Americas,D_VA,-0.006145699238813182,0.0072828428468589635,-0.8438599277840764,0.010871009463354966,50
