genetic_id,group_id,locality,country,lat,lon,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags
I7493.AG,Uzbekistan_BA-o,"Sappali-Tepe (Surxondaryo Region, Muzrabot District)",Uzbekistan,37.416667,66.833333,3775.0,130.0,2050-1600 BCE,0.40571804,345627.0,M,Pass,"[0,0.022]","[0.002,0.015]",0.101,Q-Y1150,U2e2a1d,
I7494.AG,Uzbekistan_BA2-2,"Sappali-Tepe (Surxondaryo Region, Muzrabot District)",Uzbekistan,37.416667,66.833333,3875.0,37.0,"2016-1830 calBCE (3575±20 BP, PSUAMS-3230)",1.4442123,743033.0,M,Pass,"[0.003,0.014]","[0.005,0.011]",0.155,J-L192,HV20,
I7495.AG,Uzbekistan_BA2-2,"Sappali-Tepe (Surxondaryo Region, Muzrabot District)",Uzbekistan,37.416667,66.833333,3853.0,42.0,"2010-1779 calBCE (3560±20 BP, PSUAMS-3122)",2.17017501,826902.0,F,Pass,n/a (female),n/a (female),0.164,n/a (female),H2a,
I7497.AG,Spain_Medieval_Islamic_Zira,"Cueva Romero (Andalusia, Granada, Huéscar)",Spain,37.807108,-2.543042,900.0,29.0,1000-1100 CE,0.10249957,108667.0,F,Pass,n/a (female),n/a (female),0.073,n/a (female),H20a,low_power
I7498.AG,Spain_Medieval_Islamic_Zira,"Cueva Romero (Andalusia, Granada, Huéscar)",Spain,37.807108,-2.543042,900.0,29.0,1000-1100 CE,1.45035585,747790.0,M,Pass,"[0.003,0.012]","[0.002,0.006]",0.055,E-BY3880,H3a1,
I7499.AG,Spain_Medieval_Islamic_Zira,"Cueva Romero (Andalusia, Granada, Huéscar)",Spain,37.807108,-2.543042,900.0,29.0,1000-1100 CE,2.69132543,859310.0,F,Pass,n/a (female),n/a (female),0.037,n/a (female),H5,
I7500.AG,Spain_Emirate_Islamic,"El Maraute (Andalusia, Granada, Torrenueva)",Spain,36.7,-3.483333,950.0,58.0,900-1100 CE,0.06469101,69227.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.017,E-M35,M1b1a,low_power
I7526.AG,Iran_GanjDareh_N,"Ganj Dareh (Hamadan Province, Tuyserkan)",Iran,34.45,48.116,9900.0,144.0,8200-7700 BCE,0.1008066,104206.0,F,MERGE_PASS,n/a (female),n/a (female),0.084,n/a (female),U7a,low_power
I7542.AG,Uzbekistan_BA,"Sappali-Tepe (Surxondaryo Region, Muzrabot District)",Uzbekistan,37.416667,66.833333,3766.0,40.0,"1886-1747 calBCE (3495±20 BP, PSUAMS-3231)",0.74342952,490539.0,F,Pass,n/a (female),n/a (female),0.139,n/a (female),HV13b,
I7547.AG,Spain_MLN,"Campo de Hockey (Andalusia, Cádiz, San Fernando)",Spain,36.445,-6.21,5950.0,173.0,4300-3700 BCE,0.06605199,66284.0,F,Pass,n/a (female),n/a (female),0.099,n/a (female),K1a+195,low_power
I7549.AG,Spain_MLN,"Campo de Hockey (Andalusia, Cádiz, San Fernando)",Spain,36.445,-6.21,5950.0,173.0,4300-3700 BCE,0.32270938,272549.0,F,Pass,n/a (female),n/a (female),0.176,n/a (female),K1a4a1,
I7550.AG,Spain_MLN,"Campo de Hockey (Andalusia, Cádiz, San Fernando)",Spain,36.445,-6.21,6100.0,318.0,4700-3600 BCE,1.32571641,654306.0,F,Pass,n/a (female),n/a (female),0.182,n/a (female),K1b1a,
I7554.AG,Scotland_N,"Unstan Chamber Tomb (Scotland, Orkney)",United Kingdom,58.9863,-3.249,5182.0,87.0,"3368-3102 calBCE (4541±32 BP, SUERC-73433)",3.75900869,787953.0,M,Pass,"[0.004,0.01]","[0.005,0.008]",0.083,I-M423,J1c9,
I7568.AG,England_MBA,"Over Narrows (England, Needingworth Quarry)",United Kingdom,52.34,0.03,3400.0,87.0,1600-1300 BCE,4.14466831,782363.0,F,Pass,n/a (female),n/a (female),0.071,n/a (female),W1+119,
I7569.AG,England_EBA_C,"Langtoft (England, Lincolnshire)",United Kingdom,52.696301,-0.34,3484.0,41.0,"1615-1453 calBCE (3266±30 BP, SUERC-74472)",0.0543359,57744.0,F,Pass,n/a (female),n/a (female),0.06,n/a (female),K1a1b1,low_power
I7570.AG,England_EBA_C,"Langtoft (England, Lincolnshire)",United Kingdom,52.696301,-0.34,3569.0,53.0,"1736-1534 calBCE (3347±30 BP, SUERC-74471)",3.25772897,774581.0,M,Pass,"[0.006,0.012]","[0.005,0.009]",0.106,R-Y86989,T2b4+152,
I7571.AG,England_MBA,"Over Narrows (England, Needingworth Quarry)",United Kingdom,52.34,0.03,3306.0,53.0,"1489-1260 calBCE (3100±40 BP, SUERC-28364)",3.81304649,769321.0,M,Pass,"[0.003,0.008]","[0.002,0.004]",0.06,R-L151,J1c1,
I7572.AG,England_MBA,"Over Narrows (England, Needingworth Quarry)",United Kingdom,52.34,0.03,3380.0,50.0,"1507-1306 calBCE (3160±40 BP, SUERC-28365)",1.33330784,658161.0,M,Pass,"[0,0.007]","[0.004,0.009]",0.084,R-FGC46823,H13a1a,
I7573.AG,England_EBA_C,"Fordham (England, Cambridgeshire)",United Kingdom,52.310608,0.386227,3520.0,35.0,"1625-1507 calBCE (3306±27 BP, SUERC-44496)",3.26020238,723671.0,F,Pass,n/a (female),n/a (female),0.093,n/a (female),H1,
I7574.AG,England_MBA,"Clay Farm (England, Cambridgeshire, Trumpington)",United Kingdom,52.17839,0.122544,3271.0,50.0,"1408-1226 calBCE (3055±30 BP, SUERC-38250)",4.59940433,801883.0,F,Pass,n/a (female),n/a (female),0.092,n/a (female),H1a3,
I7575.AG,England_MBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3107.0,61.0,"1266-1019 calBCE (2950±35 BP, SUERC-25498)",4.19017954,801122.0,M,Pass,"[0.003,0.007]","[0.004,0.007]",0.092,R-FGC11358,U5a1d1,
I7576.AG,England_LBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3039.0,55.0,"1209-1005 calBCE (2900±30 BP, SUERC-26285)",3.0859479,782737.0,M,Pass,"[0.003,0.008]","[0.004,0.007]",0.123,R-L21,J1c2,
I7577.AG,England_MBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3198.0,69.0,"1386-1123 calBCE (3005±35 BP, SUERC-25499)",3.8444586,776946.0,M,Pass,"[0.005,0.011]","[0.005,0.008]",0.153,R-L21,U5a1a1,
I7578.AG,England_MBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3080.0,61.0,"1256-1013 calBCE (2930±35 BP, SUERC-25497)",4.23336772,788953.0,F,Pass,n/a (female),n/a (female),0.086,n/a (female),U5a2c,
I7579.AG,England_MBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3349.0,53.0,"1499-1299 calBCE (3135±35 BP, SUERC-25532)",3.67199965,779988.0,F,Pass,n/a (female),n/a (female),0.119,n/a (female),U5b2a1a,
I7580.AG,England_MBA-olowEEF,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3087.0,61.0,"1257-1016 calBCE (2935±35 BP, SUERC-25537)",4.38699106,783987.0,F,Pass,n/a (female),n/a (female),0.126,n/a (female),U5b2a1a,
I7584.AG,Ukraine_Ternopil_Eneolithic_Trypillia,"Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote Municipality)",Ukraine,48.7889,25.8715,5607.0,31.0,"3708-3543 calBCE (4875±25 BP, PSUAMS-10769)",0.05120285,55838.0,F,Pass,n/a (female),n/a (female),0.05,n/a (female),H5b,low_power
I7585.AG,Ukraine_Kyiv_Eneolithic_SeredniiStih,"Kopachіv (Kyiv Oblast, Obukhiv District, Obukhiv Municipality)",Ukraine,50.125243,30.494319,5935.0,43.0,"4049-3820 calBCE (5170±30 BP, Beta-523816)",0.07528686,80636.0,F,Pass,n/a (female),n/a (female),0.161,n/a (female),..,low_power
I7587.AG,Spain_C,"Sima del Ángel (Andalusia, Córdoba, Lucena)",Spain,37.24,-4.24,4650.0,115.0,2900-2500 BCE,0.05047891,54720.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.055,F,T2b3,low_power
I7594.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5396.0,43.0,"3518-3371 calBCE (4670±22 BP, MAMS-16356)",0.17939249,180658.0,F,Pass,n/a (female),n/a (female),0.08,n/a (female),U5b2b,low_power
I7598.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5411.0,69.0,"3622-3375 calBCE (4710±22 BP, MAMS-16346)",0.46939744,392634.0,M,Pass,"[0,0.021]","[0.001,0.01]",0.073,G-BY133179,U5b3,
I7600.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5625.0,188.0,4000-3350 BCE,0.37220014,331994.0,F,Pass,n/a (female),n/a (female),0.058,n/a (female),K1a2a,
I7601.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5527.0,37.0,"3644-3528 calBCE (4810±22 BP, MAMS-16354)",0.1787572,180849.0,M,Pass,n/a (<200 SNPs),"[0,0.005]",0.069,G-BY133179,X2b+226,low_power
I7602.AG,Spain_MLN,"Mandubi Zelaia (Basque Country, Gipuzkoa, Ezkio-Itsaso)",Spain,43.085823,-2.251197,5050.0,231.0,3500-2700 BCE,1.03293822,624960.0,M,Pass,"[0,0.007]","[0.003,0.009]",0.125,I-BY37400,J1c1,
I7603.AG,Spain_MLN,"Mandubi Zelaia (Basque Country, Gipuzkoa, Ezkio-Itsaso)",Spain,43.085823,-2.251197,5050.0,231.0,3500-2700 BCE,0.93755035,567381.0,M,Pass,"[0,0.011]","[0,0.003]",0.09,I-PF692,K1a2b,
I7604.AG,Spain_MLN,"Mandubi Zelaia (Basque Country, Gipuzkoa, Ezkio-Itsaso)",Spain,43.085823,-2.251197,5050.0,231.0,3500-2700 BCE,1.31076385,702047.0,M,Pass,"[0.007,0.02]","[0.003,0.008]",0.094,I-PF692,H1ak,
I7605.AG,Spain_MLN,"Mandubi Zelaia (Basque Country, Gipuzkoa, Ezkio-Itsaso)",Spain,43.085823,-2.251197,5050.0,231.0,3500-2700 BCE,0.47031432,385237.0,M,Pass,"[0,0.011]","[0,0.007]",0.094,I-BY37400,H3,
I7606.AG,Spain_MLN,"Mandubi Zelaia (Basque Country, Gipuzkoa, Ezkio-Itsaso)",Spain,43.085823,-2.251197,5050.0,231.0,3500-2700 BCE,3.34126777,827446.0,M,Pass,"[0,0.005]","[0.002,0.005]",0.068,I-BY37400,U5b1+16189+@16192,
I7615.AG,Russia_Novosibirsk_N-1,"Protoka (Novosibirsk Oblast, Kyshtovsky District)",Russia,56.4929,76.357,6347.0,30.0,"4446-4349 calBCE (5555±20 BP, PSUAMS-4856)",0.07555193,80479.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.029,P-P226,A10,low_power
I7626.AG,England_MBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3231.0,65.0,"1399-1130 calBCE (3025±35 BP, SUERC-25533)",3.38716574,781704.0,F,Pass,n/a (female),n/a (female),0.118,n/a (female),T2b,
I7627.AG,England_MBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3268.0,54.0,"1412-1222 calBCE (3055±35 BP, SUERC-25538)",4.57440952,792562.0,F,Pass,n/a (female),n/a (female),0.085,n/a (female),U4a,
I7628.AG,England_LBA,"Biddenham Loop (England, Bedfordshire)",United Kingdom,52.122402,-0.511365,3033.0,61.0,"1212-983 calBCE (2895±35 BP, SUERC-25541)",0.58046181,416643.0,M,Pass,"[0,0.017]","[0.002,0.01]",0.164,R-BY23570,T1a1,
I7635.AG,England_EBA_C,"Windmill Fields (England, Durham County, Stockton-on-Tees, Ingleby Barwick)",United Kingdom,54.522812,-1.308134,4030.0,50.0,"2196-1976 calBCE (3690±28 BP, BRAMS-1286)",0.6852714,498425.0,F,Pass,n/a (female),n/a (female),0.068,n/a (female),H1c,
I7638.AG,England_EBA_C,"Barrow Hills (England, Oxfordshire, Radley)",United Kingdom,51.405327,-1.150767,3995.0,116.0,"2288-1776 calBCE (3660±80 BP, OxA-4357)",0.97168269,607239.0,M,Pass,"[0.01,0.031]","[0.013,0.023]",0.078,I-BY166007,V10b,
I7639.AG,England_EBA_C,"Waterhall Farm (England, Cambridgeshire, Chippenham)",United Kingdom,52.276938,0.461902,3797.0,98.0,"2033-1635 calBCE (3520±70 BP, HAR-3880)",0.05756888,61669.0,F,Pass,n/a (female),n/a (female),0.048,n/a (female),n/a (<2x),low_power
I7640.AG,England_MBA,"Clay Farm (England, Cambridgeshire, Trumpington)",United Kingdom,52.17839,0.122544,3307.0,45.0,"1434-1278 calBCE (3100±30 BP, SUERC-28349)",3.94321069,797288.0,M,Pass,"[0.001,0.005]","[0.002,0.004]",0.06,R-Z2185,U5a2c2,
I7642.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,4809.0,50.0,"2909-2706 calBCE (4240±23 BP, MAMS-16338)",1.00353282,627347.0,M,Pass,"[0.001,0.015]","[0.003,0.009]",0.064,I-PF692,J2b1a,
I7643.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5803.0,63.0,"3952-3713 calBCE (5040±33 BP, MAMS-16344)",0.15555617,156930.0,M,Pass,n/a (<200 SNPs),"[0,0.007]",0.065,H-Y19962,K1a1b1,low_power
I7644.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5521.0,48.0,"3635-3386 calBCE (4760±22 BP, MAMS-16353)",0.39606601,352207.0,M,Pass,n/a (<200 SNPs),"[0,0.003]",0.062,I-A10028,n/a (<2x),
I7645.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5845.0,61.0,"3981-3804 calBCE (5120±25 BP, MAMS-16340)",0.03256973,34727.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.062,I-Y21979,HV0d,low_power
I7646.AG,Spain_MLN,"Les Llometes (Valencian Community, Alicante, Alcoi)",Spain,38.7025,-0.48631,5613.0,33.0,"3711-3540 calBCE (4880±28 BP, MAMS-16339)",0.13884198,142372.0,F,Pass,n/a (female),n/a (female),0.079,n/a (female),H1e1c,low_power
I7650.AG,Italy_Sicily_IA_b_IA_c_Punic,"Motya (Mozia) (Sicily, Trapani, Marsala, San Pantaleo Island)",Italy,37.5353,12.2637,2350.0,58.0,500-300 BCE,0.06634835,71159.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.086,R-P297,J2a1a1,low_power
I7670.AG,Russia_Samara_MLBA_Potapovka,"Grachevka-1 (Samara Oblast, Krasnoyarsky District, Grachevka Village)",Russia,53.58975,50.5712917,3958.0,47.0,"2129-1940 calBCE (3640±20 BP, PSUAMS-4274)",0.66013146,504569.0,M,Pass,"[0,0.002]","[0,0.004]",0.033,R-M269,J1c1b1a,
I7671.AG,Russia_Samara_MBA_Poltavka-2,"Bobrovka (Samara Oblast, Kinel District)",Russia,53.166389,50.673611,4729.0,59.0,"2885-2674 calBCE (4185±20 BP, PSUAMS-4275)",1.87418817,759410.0,M,Pass,"[0.003,0.011]","[0.005,0.01]",0.176,R-M12149,U5a1b,
I7672.AG,Spain_Carolingian,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,1153.0,7.0,785-810 CE,0.05423595,59253.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.058,R-Z202,T2h,low_power
I7673.AG,Spain_Carolingian,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,1153.0,7.0,785-810 CE,0.33687716,307639.0,F,Pass,n/a (female),n/a (female),0.068,n/a (female),W1+119,
I7675.AG,Spain_Carolingian,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,1153.0,7.0,785-810 CE,0.12276396,127734.0,M,Pass,n/a (<200 SNPs),"[0,0.021]",0.043,R-L151,U3a1,low_power
I7676.AG,Spain_Carolingian,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,1153.0,7.0,785-810 CE,0.06767544,73235.0,F,Pass,n/a (female),n/a (female),0.064,n/a (female),U5a1c,low_power
I7677.AG,Russia_Samara_EBA_Yamnaya,"Poplavskoe-1 (Samara Oblast, Kinel District)",Russia,52.98888889,50.84722222,4844.0,12.0,"2911-2881 calBCE (4270±20 BP, PSUAMS-4276)",3.7709325,834779.0,M,Pass,"[0.004,0.009]","[0.004,0.007]",0.108,R-M12149,H13a2b2a,
I7679.AG,Spain_MLN,"Campo de Hockey (Andalusia, Cádiz, San Fernando)",Spain,36.445,-6.21,5950.0,173.0,4300-3700 BCE,0.03426096,36195.0,F,Pass,n/a (female),n/a (female),0.158,n/a (female),H,low_power
I7691.AG,Portugal_EBA,"Monte da Cabida 3 (Évora, São Manços)",Portugal,39.6686,-8.1303,3900.0,144.0,2200-1700 BCE,0.08118359,86390.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.081,R-L51,J1c1,low_power
I7692.AG,Portugal_EBA,"Monte da Cabida 3 (Évora, São Manços)",Portugal,39.6686,-8.1303,3900.0,144.0,2200-1700 BCE,0.0572647,61002.0,F,Pass,n/a (female),n/a (female),0.141,n/a (female),U5b1+16189+@16192,low_power
I7714.AG,Pakistan_Historic_H,"Barikot (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757006,72.362381,1944.0,33.0,"46 calBCE - 66 calCE (2005±20 BP, PSUAMS-6207)",1.47851672,704314.0,F,Pass,n/a (female),n/a (female),0.148,n/a (female),R30b1,
I7715.AG,Pakistan_Medieval-2,"Barikot (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757006,72.362381,619.0,39.0,"1279-1389 calCE (670±25 BP, PSUAMS-4427)",4.86901887,905472.0,M,Pass,"[0.004,0.008]","[0.004,0.007]",0.099,J-Y6304,M49,
I7716.AG,Pakistan_Medieval,"Raja Gira (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.75700556,72.36238056,728.0,23.0,"1176-1264 calCE (835±15 BP, PSUAMS-4428)",4.7081752,891696.0,M,Pass,"[0.004,0.008]","[0.005,0.008]",0.115,J-Z7706,H13a2a,
I7717.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2283.0,63.0,"406-209 calBCE (2292±31 BP, CIRCE-DSH-5625)",4.5017638,871731.0,F,Pass,n/a (female),n/a (female),0.119,n/a (female),H13a2a,
I7718.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2250.0,58.0,400-200 BCE,2.30330712,781798.0,M,Pass,"[0.005,0.013]","[0.007,0.012]",0.137,Q-L275,K1b1a1+199,
I7719.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2250.0,58.0,400-200 BCE,3.27719033,838648.0,F,Pass,n/a (female),n/a (female),0.166,n/a (female),M52a,
I7720.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2250.0,58.0,400-200 BCE,2.34888353,811068.0,F,Pass,n/a (female),n/a (female),0.129,n/a (female),C4a'b'c,
I7721.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2250.0,58.0,400-200 BCE,4.5342136,890852.0,M,Pass,"[0.002,0.006]","[0.004,0.007]",0.112,L-Y29731,R6b,
I7722.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2250.0,58.0,400-200 BCE,3.87356764,862794.0,M,Pass,"[0.004,0.009]","[0.006,0.009]",0.148,R-Z29271,U2b2,
I7723.AG,Pakistan_Historic,"Saidu Sharif (Khyber Pakhtunkwa, Swat Valley)",Pakistan,34.757005,72.36238,2250.0,58.0,400-200 BCE,3.90514314,875159.0,F,Pass,n/a (female),n/a (female),0.118,n/a (female),M30d1,
I7759.AG,Russia_Irkutsk_N_Angara,"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)",Russia,52.9169,103.657,7035.0,72.0,"5210-4960 calBCE (6120±30 BP, PSUAMS-3741)",1.34025094,695511.0,M,Pass,"[0,0.005]","[0,0.003]",0.03,Q-YP4010,F1d,
I7762.AG,Italy_Sicily_IA_a_IA_b_Punic,"Motya (Mozia) (Sicily, Trapani, Marsala, San Pantaleo Island)",Italy,37.5353,12.2637,2576.0,88.0,"757-423 calBCE (2465±20 BP, PSUAMS-9196)",0.4585174,370716.0,M,Pass,"[0,0.025]","[0,0.008]",0.054,R-DF81,K1,
I7779.AG,Russia_Irkutsk_N_Angara,"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)",Russia,52.9169,103.657,4750.0,58.0,"2900-2700 calBCE (4210±20 BP, PSUAMS-4858)",1.04291702,638407.0,M,Pass,"[0,0.007]","[0.002,0.006]",0.023,Q-BZ2210,C4a2a1,
I7781.AG,Russia_Irkutsk_Eneolithic,"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)",Russia,52.9169,103.657,5825.0,72.0,4000-3750 BCE,0.28888209,272137.0,F,Pass,n/a (female),n/a (female),0.03,n/a (female),C4a'b'c,
I7782.AG,Russia_Irkutsk_N_Angara,"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)",Russia,52.9169,103.657,4630.0,104.0,"2860-2500 calBCE (4095±25 BP, PSUAMS-3744)",1.8523742,773967.0,F,Pass,n/a (female),n/a (female),0.033,n/a (female),D4j1,
I7796.AG,Italy_Sicily_EBA,"Contrada Paolina (Sicily, Ragusa)",Italy,36.8831,14.5712,3731.0,58.0,"1880-1689 calBCE (3455±25 BP, PSUAMS-6465)",0.17236683,167876.0,M,Pass,n/a (<200 SNPs),"[0.001,0.032]",0.107,J-PF5174,H,low_power
I7800.AG,Italy_Sicily_EBA,"Contrada Paolina (Sicily, Ragusa)",Italy,36.8831,14.5712,3945.0,48.0,"2127-1900 calBCE (3630±25 BP, PSUAMS-6466)",0.04700171,48016.0,F,Pass,n/a (female),n/a (female),0.074,n/a (female),H5a,low_power
I7807.AG,Italy_Sicily_EBA,"Contrada Paolina (Sicily, Ragusa)",Italy,36.8831,14.5712,4038.0,42.0,"2195-2027 calBCE (3700±20 BP, PSUAMS-6468)",0.19640478,190966.0,F,Pass,n/a (female),n/a (female),0.113,n/a (female),T2c1+146,low_power
I7833.AG,Greece_Achaia_LateAntiquity_ImperialRoman,"Vranas Marathon (Attica, East Attica, Marathonas)",Greece,38.122207,23.946392,1610.0,47.0,"252-412 calCE (1715±25 BP, PSUAMS-3469)",4.45876596,942462.0,M,Pass,"[0.002,0.01]","[0.004,0.007]",,T-CTS3767,H,
NIK001.AG,Russia_Yaroslavl_EMBA,"Volosovo-Danilovo (Yaroslavl Oblast, Danilovsky District, Volosovo Village)",Russia,57.9236,40.2125,4500.0,202.0,2900-2200 BCE,2.04032281,786363.0,M,Pass,"[0.002,0.007]","[0.002,0.004]",0.032,R-Z93,U2+152,
I7869.AG,Serbia_MN_StarcevoCris,"Mostonga-4-Moštanica (West Bačka District, Odžaci Municipality, Odžaci)",Serbia,45.510511,19.291391,6953.0,69.0,"5205-4852 calBCE (6085±30 BP, PSUAMS-14993)",4.28820334,855308.0,F,Pass,n/a (female),n/a (female),,n/a (female),H55,
I7890.AG,Slovakia_EBA_Yamnaya,"Michalovce (Košice Region, Michalovce District)",Slovakia,48.794899,21.817719,5941.0,33.0,"4045-3952 calBCE (5175±25 BP, PSUAMS-8229)",3.8654817,855556.0,M,Pass,"[0.005,0.01]","[0.005,0.008]",0.136,R-Y215728,T1a1,
I7891.AG,Slovakia_Yamnaya,"Michalovce (Košice Region, Michalovce District)",Slovakia,48.794899,21.817719,4518.0,60.0,"2831-2476 calBCE (4055±20 BP, PSUAMS-8335)",1.69864571,738759.0,M,Pass,"[0.002,0.011]","[0.006,0.011]",0.137,R-M12149,H,
I7893.AG,Slovakia_N_LBK,"Nitra-Mlynárce (Nitra Region, Nitra District, Nitra)",Slovakia,48.317816,18.049592,6936.0,72.0,"5205-4847 calBCE (6075±35 BP, PSUAMS-15084)",4.77131055,891799.0,F,Pass,n/a (female),n/a (female),0.087,n/a (female),N1a1a,
I7894.AG,Slovakia_N_LBK,"Nitra-Mlynárce (Nitra Region, Nitra District, Nitra)",Slovakia,48.317816,18.049592,6975.0,130.0,5250-4800 BCE,4.78634828,900181.0,M,Pass,"[0.005,0.01]","[0.006,0.008]",0.09,G-Z42565,H5,
I7895.AG,Slovakia_N_LBK,"Nitra-Mlynárce (Nitra Region, Nitra District, Nitra)",Slovakia,48.317816,18.049592,6975.0,130.0,5250-4800 BCE,0.04359056,46919.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.047,G-P15,N1a1a1a,low_power
I7896.AG,Slovakia_N_LBK,"Nitra-Mlynárce (Nitra Region, Nitra District, Nitra)",Slovakia,48.317816,18.049592,6975.0,130.0,5250-4800 BCE,5.27662282,909837.0,F,Pass,n/a (female),n/a (female),0.074,n/a (female),K2b1,
I7920.AG,Moldova_Eneolithic_Trypillia,Șoldănești (Șoldănești District),Moldova,47.84,28.74,5164.0,76.0,"3350-3099 calBCE (4505±25 BP, PSUAMS-4872)",1.83648651,805445.0,M,Pass,"[0,0.006]","[0.001,0.003]",0.041,I-S12195,K1b2,
I7949.AG,Czechia_BA_Veterov1-2,"Bílina-Rudiay-1 (Ústecký Region, Teplice District, Bilina)",Czechia,50.548056,13.776111,3022.0,42.0,"1192-1005 calBCE (2890±20 BP, PSUAMS-6927)",5.97453415,849778.0,M,Pass,"[0.004,0.007]","[0.004,0.006]",0.108,R-Y153322,U5a1i1,
I7950.AG,Czechia_N-oWHG,"Hostivice-Sadova (Central Bohemia, Prague-West)",Czechia,50.07884,14.280243,5398.0,42.0,"3516-3367 calBCE (4655±25 BP, PSUAMS-10085)",5.68186199,829248.0,F,Pass,n/a (female),n/a (female),0.11,n/a (female),H,
I7951.AG,Czechia_N-oWHG,"Hostivice-Sadova (Central Bohemia, Prague-West)",Czechia,50.07884,14.280243,7200.0,144.0,5500-5000 BCE,0.58936122,431088.0,F,Pass,n/a (female),n/a (female),0.157,n/a (female),U8b1a1,
I7952.AG,Czechia_N,"Hostivice-Sadova (Central Bohemia, Prague-West)",Czechia,50.07884,14.280243,7200.0,144.0,5500-5000 BCE,5.63056354,861914.0,M,Pass,"[0.003,0.006]","[0.004,0.006]",0.089,I-Z161,N1a1a,
I7953.AG,Czechia_IA,"Hrbovice (Pardubice Region, Pardubice District)",Czechia,50.106753,15.787564,2239.0,56.0,"387-208 calBCE (2245±20 BP, PSUAMS-10086)",5.98242629,813250.0,F,Pass,n/a (female),n/a (female),0.073,n/a (female),H2a2a1,
I7958.AG,Czechia_EBA_Unetice,"Praha-Stodůlky-Malá-Ohrada (Prague Region, Prague District, Prague-5)",Czechia,50.044984,14.339296,3950.0,87.0,2150-1850 BCE,5.68958553,870733.0,F,Pass,n/a (female),n/a (female),0.076,n/a (female),I4a,
