genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
BRL002.AG,0.02887,0.014504,28058,0.04151,0.015171,2.736,44263,0.023315,0.017128,1.361,23192
BRU001.AG,0.028349,0.011765,56879,0.042341,0.012118,3.494,89660,0.020335,0.016081,1.265,45877
BTO001.AG,0.041414,0.009494,108037,0.032331,0.009106,3.55,169765,-0.010631,0.01267,-0.839,86929
BUR001.AG,0.042878,0.021767,18065,0.048432,0.021668,2.235,28618,0.051054,0.027871,1.832,15266
BUR002.AG,0.037825,0.008796,87797,0.047048,0.010092,4.662,138671,0.026417,0.013043,2.025,73693
BUR003.AG,0.027796,0.007929,111578,0.033237,0.007124,4.665,175307,0.016525,0.011777,1.403,89233
BUR004.AG,0.038884,0.010901,70476,0.041105,0.010464,3.928,111180,0.01337,0.015204,0.879,57920
CHD001.AG,0.043224,0.007874,110362,0.039318,0.007891,4.983,173655,0.00023,0.01109,0.021,88595
CHN003_alt.AG,0.061163,0.013318,44234,0.060112,0.012076,4.978,70151,0.03949,0.017855,2.212,37419
CHN004_alt.AG,0.101002,0.04322,4142,0.081352,0.039111,2.08,6494,0.020446,0.06195,0.33,3420
CHN006.AG,0.041751,0.019303,21718,0.054398,0.016558,3.285,34294,0.025918,0.025905,1.001,18069
CHN007.AG,0.057133,0.010558,88595,0.054065,0.010834,4.99,139130,0.021053,0.014354,1.467,71683
CHN014.AG,0.026402,0.008566,108589,0.032155,0.007563,4.251,170838,-0.005807,0.010258,-0.566,87518
CHN015.AG,0.049941,0.011367,42907,0.041421,0.011355,3.648,67485,0.008889,0.017262,0.515,35418
DAR001.AG,0.031298,0.037471,6273,0.022006,0.035449,0.621,9835,-0.030065,0.045184,-0.665,5374
DAR002.AG,0.042841,0.011212,64508,0.046092,0.010915,4.223,101279,0.023729,0.013544,1.752,52959
DAS001.AG,0.040285,0.008695,112734,0.039672,0.008701,4.559,177189,0.005914,0.011653,0.508,90124
DEE001.AG,0.044412,0.009538,104244,0.044705,0.009973,4.483,164311,0.011945,0.012331,0.969,85270
DEL001.AG,0.039073,0.009087,101727,0.047905,0.007565,6.332,160269,0.013848,0.011742,1.179,82959
DOL001.AG,0.014282,0.033755,6136,0.062255,0.031807,1.957,9729,0.04253,0.05314,0.8,5129
DUU001.AG,0.033675,0.010174,78395,0.036597,0.010011,3.656,124048,0.009262,0.011417,0.811,65675
DUU002.AG,0.049766,0.016038,18984,0.039303,0.017127,2.295,30047,0.015236,0.029888,0.51,15293
EME002.AG,0.040068,0.008967,115518,0.041907,0.009232,4.539,181388,0.000819,0.009196,0.089,91024
ERD001.AG,0.036094,0.010295,100135,0.036867,0.009651,3.82,157274,0.030273,0.012395,2.442,81757
ERM001.AG,0.029972,0.009721,96223,0.036444,0.010122,3.6,151127,0.003147,0.01171,0.269,77423
FNO001.AG,0.047217,0.008116,96960,0.054236,0.007065,7.676,152723,0.019669,0.01049,1.875,78783
FNO003.AG,0.031238,0.027116,8883,0.034731,0.024878,1.396,13926,-0.043877,0.045778,-0.958,7268
FNO006.AG,-0.038232,0.031234,7245,-0.020728,0.026133,-0.793,11411,-0.032698,0.043326,-0.755,5947
FNO007.AG,0.016437,0.016706,23565,0.019969,0.017851,1.119,36880,0.009068,0.024453,0.371,19189
GAN002.AG,0.043913,0.010659,68628,0.041482,0.011618,3.57,106609,0.012555,0.013996,0.897,54567
GTO001.AG,0.04512,0.009545,114940,0.046771,0.010284,4.548,180529,0.014973,0.011661,1.284,91624
GUN002.AG,0.040518,0.017098,26529,0.050667,0.013021,3.891,41935,-0.010531,0.022263,-0.473,22201
HUD001.AG,0.032882,0.0095,115819,0.033481,0.009803,3.415,181938,0.015547,0.011438,1.359,91663
IAG001.AG,0.039967,0.024252,12016,0.026346,0.025272,1.042,18999,0.068297,0.028225,2.42,9876
IKU001.AG,0.043272,0.01399,42191,0.036285,0.013611,2.666,66460,0.028607,0.024323,1.176,33908
IMA001.AG,0.034574,0.010001,88870,0.041328,0.009755,4.236,140128,0.02242,0.01131,1.982,73245
IMA002.AG,0.032934,0.008125,91537,0.0358,0.008739,4.097,143962,-0.001454,0.01131,-0.129,74713
IMA003.AG,0.054119,0.017007,21276,0.053118,0.016941,3.135,33255,0.042311,0.027029,1.565,17353
IMA004.AG,0.031515,0.015059,36935,0.03028,0.014693,2.061,58173,0.018261,0.016715,1.092,30012
IMA005.AG,0.038193,0.010419,98603,0.049255,0.009621,5.12,154987,0.012876,0.012259,1.05,79898
IMA006.AG,0.037581,0.010345,92623,0.037964,0.010125,3.75,145969,0.014289,0.012478,1.145,75829
IMA007.AG,0.045682,0.008305,91812,0.045498,0.008014,5.678,143816,0.02341,0.011234,2.084,74973
IMA008.AG,0.037194,0.017142,34047,0.025561,0.016115,1.586,53126,0.016611,0.019888,0.835,27856
JAA001.AG,0.036127,0.010566,78715,0.038048,0.010159,3.745,124294,0.006074,0.014219,0.427,65757
JAG001.AG,0.046264,0.009282,108957,0.041898,0.009329,4.491,171509,0.007719,0.010964,0.704,88282
KGK001.AG,0.045165,0.010333,105602,0.038993,0.009277,4.203,165367,0.018062,0.011709,1.543,84293
KHI001.AG,0.038047,0.01261,80856,0.034485,0.012778,2.699,127806,-0.005786,0.014007,-0.413,67172
KHL001.AG,0.026296,0.00989,74689,0.033114,0.010319,3.209,117317,0.000221,0.012139,0.018,61307
KHN001.AG,0.030675,0.008549,111054,0.0355,0.007942,4.47,174758,0.014446,0.011576,1.248,89233
KHO001.AG,0.013856,0.0232,14188,0.020864,0.019573,1.066,22453,-0.045725,0.027811,-1.644,11867
KHO006.AG,0.054611,0.01051,62333,0.059896,0.010338,5.794,97607,0.017251,0.016254,1.061,50856
KHO007.AG,-0.012453,0.030037,8904,-0.022828,0.031021,-0.736,13866,0.008606,0.043064,0.2,7253
KHU001.AG,0.051306,0.013392,48144,0.040664,0.011571,3.514,76143,0.043522,0.017962,2.423,40272
KHV002.AG,0.043705,0.014021,46435,0.047495,0.01182,4.018,72993,0.010431,0.01846,0.565,38359
KNN001.AG,0.037491,0.010115,115601,0.041107,0.008625,4.766,181686,0.02375,0.009933,2.391,92126
KNU001.AG,0.048498,0.011169,90214,0.049234,0.01035,4.757,141778,0.006514,0.0147,0.443,72586
KRN001.AG,0.035213,0.011694,84309,0.039452,0.010814,3.648,132914,0.00618,0.012003,0.515,67954
KRN002.AG,0.042254,0.009601,89403,0.048366,0.009905,4.883,140831,0.001629,0.01207,0.135,73761
MIT001.AG,0.042143,0.009392,72798,0.050118,0.009348,5.361,114788,0.026635,0.016664,1.598,58999
MRI001.AG,0.035918,0.010258,99023,0.041738,0.010142,4.116,155556,0.020886,0.013583,1.538,81167
NAI001.AG,0.031177,0.009595,103651,0.034234,0.008942,3.828,163504,0.007949,0.010786,0.737,84671
NAI002.AG,0.028309,0.010214,103041,0.031581,0.009911,3.186,162415,0.020198,0.012397,1.629,83764
NOM001.AG,0.028921,0.00907,117841,0.030962,0.008705,3.557,185385,0.005651,0.010767,0.525,92987
NRC001.AG,0.058348,0.01656,33446,0.060906,0.014169,4.299,52488,0.017826,0.021948,0.812,26724
OLN001.AG,0.044195,0.013232,66223,0.045727,0.011978,3.817,104419,0.021633,0.013616,1.589,55241
OLN002.AG,0.040469,0.009483,117199,0.034835,0.009456,3.684,184295,0.022839,0.009308,2.454,93325
OLN003.AG,0.012702,0.020464,25433,0.022202,0.018461,1.203,40660,0.026788,0.021497,1.246,21529
OLN004.AG,0.039554,0.010345,85673,0.037856,0.010636,3.559,134491,0.012461,0.012351,1.009,70641
OLN005.AG,0.02139,0.008164,98934,0.02257,0.007765,2.907,155097,0.010347,0.011403,0.907,79703
OLN007.AG,0.04421,0.009235,84451,0.041279,0.008928,4.623,133086,0.030881,0.011346,2.722,69359
OLN008.AG,0.044851,0.00826,114717,0.041766,0.008443,4.947,179001,0.02101,0.010365,2.027,88274
OLN009.AG,0.038724,0.008635,115701,0.039802,0.008653,4.6,181936,0.006857,0.010082,0.68,92127
OLN010.AG,0.036741,0.008874,81019,0.03199,0.008819,3.627,127672,0.010859,0.013783,0.788,65929
OLN011.AG,0.029943,0.008132,106626,0.035557,0.008045,4.42,167680,0.016057,0.011512,1.395,86394
OLN012.AG,0.040088,0.008654,116564,0.038641,0.00797,4.849,183114,0.015704,0.012751,1.232,93133
RAH001.AG,0.041376,0.008268,85943,0.043042,0.009401,4.579,135881,0.012806,0.010676,1.2,71679
SAN001.AG,0.03704,0.00767,114001,0.039106,0.00876,4.464,179013,0.015644,0.009277,1.686,90640
SBG001.AG,0.035102,0.010439,87250,0.038159,0.010986,3.473,137511,-0.001931,0.012975,-0.149,71010
SHA001.AG,0.026203,0.008612,102308,0.025108,0.009029,2.781,161462,-0.001504,0.014471,-0.104,83932
SHG001.AG,0.029817,0.009012,98842,0.040315,0.009756,4.132,155810,0.015667,0.012416,1.262,80935
SHG002.AG,0.043405,0.00967,82363,0.041231,0.009387,4.392,129568,0.004939,0.012979,0.381,66463
SHG003.AG,0.040864,0.008423,87898,0.039927,0.008441,4.73,138452,-0.006933,0.013145,-0.527,73014
SHR001.AG,0.042607,0.009612,121579,0.044765,0.009831,4.553,190539,0.021552,0.010396,2.073,94627
SHT001.AG,0.032727,0.009692,66977,0.045588,0.009141,4.987,105839,0.034663,0.016848,2.057,56103
SHU002.AG,0.032749,0.00979,107517,0.03802,0.009516,3.995,169417,0.000927,0.01338,0.069,88065
SKT001.AG,0.054214,0.011077,78439,0.043633,0.011323,3.854,123221,0.021735,0.014272,1.523,64131
SKT002.AG,0.043155,0.009137,92615,0.0487,0.008829,5.516,145845,0.019225,0.012565,1.53,76450
SKT003.AG,0.035008,0.014029,50686,0.031019,0.013317,2.329,79633,0.015473,0.017464,0.886,41378
SKT004.AG,0.030786,0.008549,103717,0.039553,0.009233,4.284,163468,0.009362,0.010526,0.889,84778
SKT005.AG,0.015308,0.014696,36086,0.031752,0.014132,2.247,57003,-0.01797,0.017233,-1.043,29960
SKT006.AG,0.042609,0.016143,33912,0.046192,0.013049,3.54,53275,0.028593,0.021984,1.301,27919
SKT007.AG,0.046551,0.008057,105286,0.049501,0.008577,5.772,165749,-0.000437,0.011349,-0.039,85158
SKT008.AG,0.038386,0.008306,97889,0.036058,0.008389,4.298,153951,0.006779,0.009813,0.691,80335
SKT009.AG,0.030037,0.008119,102321,0.027981,0.008244,3.394,160834,0.021775,0.012253,1.777,83581
SKT010.AG,0.027691,0.017798,23534,0.034413,0.017981,1.914,36778,0.001291,0.025475,0.051,18804
SKT012.AG,0.028307,0.009467,73917,0.036635,0.009377,3.907,116496,0.011066,0.012853,0.861,59187
SOL001.AG,0.041359,0.007874,113954,0.045895,0.008266,5.552,179197,0.010557,0.010755,0.982,92279
SON001.AG,0.045434,0.014192,39032,0.045024,0.012777,3.524,61666,-0.009575,0.017032,-0.562,32841
TAH002.AG,0.029895,0.008464,106780,0.031883,0.00884,3.607,167733,-0.003743,0.013113,-0.285,85566
TAK001.AG,0.028044,0.011165,81533,0.032031,0.011034,2.903,128453,0.006592,0.012582,0.524,67553
TAV001.AG,0.043132,0.012589,54783,0.042636,0.012006,3.551,86436,0.006523,0.015695,0.416,46117
TAV005.AG,0.030155,0.012945,87217,0.037115,0.012261,3.027,136765,-0.016397,0.014161,-1.158,70175
TAV006.AG,0.048969,0.025364,9694,0.054813,0.023219,2.361,15150,-0.061914,0.039692,-1.56,7813
TAV011.AG,0.048605,0.008581,108374,0.046809,0.008622,5.429,169622,0.023519,0.012066,1.949,85695
TEV002.AG,0.034938,0.009832,102884,0.041168,0.0094,4.379,161945,0.000359,0.013409,0.027,82895
TEV003.AG,0.041166,0.008121,106086,0.040881,0.00753,5.429,166630,-0.005211,0.009159,-0.569,84604
TMI001.AG,0.033711,0.013229,34693,0.038272,0.012511,3.059,54496,0.025858,0.01813,1.426,28118
TSA001.AG,0.041359,0.010002,100676,0.043786,0.009602,4.56,158715,0.012396,0.012397,1.0,82274
TSA002.AG,0.036736,0.007688,87402,0.03696,0.007842,4.713,138157,-0.003502,0.013238,-0.265,72355
TSA003.AG,0.045219,0.013192,46615,0.045775,0.012457,3.675,73039,0.027526,0.015722,1.751,37477
TSA004.AG,0.036451,0.010716,111002,0.043282,0.01015,4.264,174839,0.008874,0.013016,0.682,89173
TSA006.AG,0.029489,0.010058,116066,0.031906,0.009039,3.53,182134,-0.000909,0.010975,-0.083,91121
TSA007.AG,0.028893,0.016734,32632,0.028468,0.016306,1.746,51542,0.027194,0.020423,1.332,27497
TSB001.AG,0.04224,0.011349,65409,0.043563,0.01085,4.015,103185,0.000992,0.014442,0.069,55473
TSI001.AG,0.004283,0.015984,25725,0.019466,0.015989,1.217,40446,-0.038188,0.019257,-1.983,20601
TUH001.AG,0.046598,0.010481,100238,0.043634,0.00949,4.598,157835,0.009761,0.0126,0.775,81087
TUH002.AG,0.039999,0.008666,108102,0.041789,0.008216,5.086,170289,0.004869,0.010961,0.444,88277
TUK001.AG,0.045719,0.009177,103735,0.042775,0.008381,5.104,163653,0.019146,0.012506,1.531,83594
TUK002.AG,0.043684,0.00887,114090,0.041501,0.008842,4.694,179774,-0.001231,0.011735,-0.105,90603
TUK003.AG,0.038252,0.008146,122952,0.039455,0.008295,4.756,192709,0.025031,0.012149,2.06,95097
TUM001.AG,0.030941,0.008875,105357,0.028344,0.007406,3.827,165834,0.007162,0.013228,0.541,85079
UGO001.AG,0.038052,0.015399,29768,0.052727,0.01396,3.777,47234,-0.012038,0.020484,-0.588,24679
UGO002.AG,0.021853,0.009637,86289,0.028424,0.008008,3.549,135840,-0.009271,0.011277,-0.822,71109
UGU001.AG,0.035061,0.010817,86641,0.033982,0.011148,3.048,136167,0.01265,0.013696,0.924,71264
UGU002.AG,0.048646,0.0324,8472,0.049774,0.031294,1.591,13135,0.019823,0.050617,0.392,6653
UGU003.AG,0.057821,0.014416,32000,0.058287,0.015507,3.759,50144,-0.002767,0.017662,-0.157,25727
UGU002_alt1.AG,0.005354,0.038931,4721,0.02063,0.042707,0.483,7573,0.030426,0.046627,0.653,3971
UGU005.AG,0.032587,0.00893,109470,0.034888,0.009059,3.851,172629,0.014975,0.012229,1.225,88578
UGU006.AG,0.060863,0.014443,44903,0.051733,0.012504,4.137,70604,0.036766,0.018981,1.937,35536
UGU010.AG,0.024269,0.014729,35180,0.031086,0.014544,2.137,55039,-0.014537,0.023571,-0.617,29351
UGU011.AG,0.023276,0.01257,32096,0.021203,0.011995,1.768,50344,0.020269,0.022018,0.921,26204
ULA001.AG,0.0342,0.010481,97608,0.044978,0.009734,4.621,153534,0.006049,0.0142,0.426,78252
ULI002.AG,0.049363,0.018822,22140,0.073375,0.018345,4.0,34396,0.033205,0.025916,1.281,17544
ULI003.AG,0.041665,0.008886,79417,0.039808,0.009956,3.998,125989,0.010485,0.012984,0.808,67620
ULN001.AG,0.036943,0.009078,98988,0.041459,0.008628,4.805,156109,0.004218,0.012108,0.348,81986
ULN003.AG,0.043514,0.00837,115160,0.050568,0.008343,6.061,181228,0.02379,0.009674,2.459,93456
ULN004.AG,0.04382,0.010903,120454,0.035241,0.010721,3.287,189209,0.009258,0.010683,0.867,96048
ULN005.AG,0.058035,0.027544,6426,0.065975,0.023819,2.77,10017,0.114849,0.041096,2.795,5423
ULN006.AG,0.03381,0.014252,65949,0.039072,0.013121,2.978,103935,0.014081,0.015528,0.907,54983
ULN007.AG,0.049315,0.008647,106047,0.053623,0.008976,5.974,166791,0.019759,0.011163,1.77,86254
ULN010.AG,0.033492,0.009613,106585,0.042154,0.010094,4.176,167856,0.012751,0.010895,1.17,87385
ULN011.AG,0.025865,0.008996,104733,0.031631,0.009468,3.341,164936,-0.005101,0.011903,-0.429,85816
ULN015.AG,0.038448,0.027061,8651,0.030248,0.022503,1.344,13752,-0.032093,0.036433,-0.881,7045
UUS001.AG,0.032978,0.01162,62514,0.041354,0.011274,3.668,98251,-0.008768,0.015248,-0.575,50620
UUS002.AG,0.019437,0.008338,112074,0.026727,0.007786,3.433,175937,0.012674,0.011602,1.092,88640
UVG001.AG,0.039074,0.017142,28922,0.023549,0.015731,1.497,45369,0.032685,0.024013,1.361,23458
YUR001.AG,0.032934,0.010992,109370,0.037286,0.010937,3.409,172198,0.004527,0.011361,0.398,88063
ZAA001.AG,0.035751,0.009235,116819,0.035621,0.008491,4.195,183712,0.015362,0.010242,1.5,92988
ZAA002.AG,0.047113,0.007741,83698,0.047199,0.008781,5.375,131626,0.008846,0.012459,0.71,67100
ZAA003.AG,0.025714,0.020738,25127,0.03557,0.020175,1.763,39710,0.014542,0.02523,0.576,21024
ZAA004.AG,0.039613,0.00787,108631,0.043783,0.007724,5.668,170029,-0.003122,0.012364,-0.253,86501
ZAA005.AG,0.041821,0.009932,86301,0.040867,0.010741,3.805,136147,0.013847,0.013188,1.05,71743
ZAA007.AG,0.037867,0.009024,99979,0.038746,0.009032,4.29,157338,0.016922,0.011946,1.417,82097
ZAM001.AG,0.059984,0.037994,7874,0.055974,0.037863,1.478,12527,0.028162,0.045676,0.617,6616
ZAM002.AG,0.025432,0.009509,100940,0.032993,0.009117,3.619,158965,0.007782,0.010736,0.725,81966
ZAR002.AG,0.042937,0.030081,5727,0.036145,0.029143,1.24,9000,0.071316,0.044825,1.591,4536
ZAY001.AG,0.025898,0.007848,111048,0.029191,0.008377,3.485,174796,0.008585,0.010032,0.856,90158
AIG001.AG,0.061083,0.030343,6567,0.043272,0.028938,1.495,10269,0.10869,0.044765,2.428,5616
AIG002.AG,0.03314,0.017686,23954,0.034132,0.016535,2.064,37911,-0.003927,0.02731,-0.144,20348
AIG003.AG,0.038191,0.010781,90185,0.041957,0.008962,4.681,141788,0.031403,0.01308,2.401,75292
AIG005.AG,0.018697,0.024667,11976,0.042532,0.023567,1.805,18989,-0.017919,0.028372,-0.632,10429
AIG006.AG,0.037095,0.023753,16492,0.036499,0.022563,1.618,25789,0.019842,0.029452,0.674,14071
AKB001.AG,0.031292,0.007414,118837,0.030397,0.007782,3.906,186804,0.012313,0.011841,1.04,94978
ALN001.AG,0.046313,0.008827,110049,0.043909,0.009396,4.673,172681,0.007332,0.011916,0.615,88848
ALN002.AG,0.06021,0.023463,16862,0.045324,0.02232,2.031,26499,0.026019,0.026362,0.987,14405
ALN003.AG,0.035886,0.009943,93004,0.03878,0.009871,3.928,146425,0.018371,0.013027,1.41,75930
ALN004.AG,0.002256,0.030485,5764,0.028639,0.029176,0.982,9123,0.065766,0.050706,1.297,4951
ALN005.AG,0.039023,0.008255,116727,0.045168,0.008094,5.58,182658,0.020315,0.011857,1.713,92522
ALN006.AG,0.049345,0.009351,114607,0.047315,0.009319,5.077,179650,0.008372,0.011186,0.748,91419
ALN007.AG,0.056434,0.021711,5807,0.023467,0.028074,0.836,9157,0.099879,0.051445,1.941,4895
ALN008.AG,0.027789,0.008942,100951,0.034637,0.0087,3.981,158799,-0.000186,0.013015,-0.014,83232
ALN009.AG,0.039159,0.011676,62239,0.042783,0.01092,3.918,97666,0.028074,0.015449,1.817,51817
BDY001.AG,0.041215,0.010374,92592,0.050302,0.009967,5.047,145296,0.014721,0.011706,1.258,75098
BDY002.AG,0.043781,0.019014,19648,0.029227,0.018704,1.563,30840,0.013426,0.026966,0.498,16242
BDY003.AG,0.027311,0.012778,47737,0.039578,0.012478,3.172,75223,0.030789,0.019013,1.619,40144
BGD001.AG,0.056596,0.019608,16004,0.039613,0.019461,2.036,25161,0.035219,0.024941,1.412,13497
BGD002.AG,0.040545,0.012966,35931,0.033418,0.012836,2.604,56466,0.046567,0.018834,2.472,30172
BGD004.AG,0.087799,0.036573,6288,0.071951,0.030316,2.373,9892,0.023429,0.044819,0.523,5233
BIR010.AG,0.040509,0.011401,73647,0.047291,0.010686,4.426,115570,0.011285,0.013372,0.844,61174
BIR012.AG,0.029654,0.014568,33918,0.020045,0.01298,1.544,53388,0.002106,0.01733,0.122,28817
BIR013.AG,0.038251,0.008489,101763,0.045018,0.008953,5.028,160006,0.024704,0.012089,2.044,83075
BIY002.AG,0.044901,0.012158,59486,0.045369,0.009996,4.539,93701,0.024104,0.015948,1.511,49602
BIY003.AG,0.040889,0.01037,68071,0.046133,0.009391,4.912,106870,0.054156,0.013608,3.98,55707
BIY005.AG,0.024546,0.031027,7480,-0.008807,0.028443,-0.31,11831,-0.052701,0.039095,-1.348,6533
BIY007.AG,0.058619,0.013662,35680,0.044282,0.012926,3.426,56069,0.015768,0.019673,0.802,29771
BIY008.AG,0.019087,0.009191,74504,0.026782,0.00879,3.047,116983,-0.010388,0.014954,-0.695,61111
BIY009.AG,0.054742,0.010874,71195,0.047055,0.011023,4.269,111798,0.019617,0.015088,1.3,58784
BIY011.AG,-0.020728,0.030147,6544,-0.020527,0.026578,-0.772,10422,-0.007265,0.048742,-0.149,5583
BIY012.AG,0.017414,0.031168,4592,0.022382,0.032514,0.688,7200,-0.016698,0.05203,-0.321,3826
BKT001.AG,0.043324,0.009306,113665,0.045298,0.009,5.033,178708,0.009632,0.010685,0.901,91368
BRE001.AG,0.039099,0.009983,71396,0.040074,0.009634,4.16,112764,0.025692,0.013188,1.948,57165
BRE002.AG,0.042683,0.009653,114917,0.042285,0.00948,4.46,180485,0.004631,0.010938,0.423,91548
BRE003.AG,0.036378,0.00932,105853,0.037852,0.010202,3.71,166604,0.001252,0.011901,0.105,84879
BRE004.AG,0.04555,0.007698,115442,0.043655,0.007066,6.178,181676,0.018211,0.010595,1.719,92182
BRE005.AG,0.028946,0.010753,116616,0.030812,0.01037,2.971,183353,0.018778,0.011255,1.668,92843
BRE006.AG,0.038284,0.010072,111210,0.038703,0.008427,4.593,175087,0.000316,0.00962,0.033,90133
BRE007.AG,0.027548,0.007091,112909,0.035621,0.007609,4.681,177344,-0.000412,0.011956,-0.034,90337
BRE008.AG,0.039987,0.00951,116456,0.042655,0.009224,4.625,183158,0.014873,0.011974,1.242,92978
BRE009.AG,0.042889,0.00923,112800,0.050505,0.008525,5.925,177365,0.02539,0.011493,2.209,89942
BRE010.AG,0.03253,0.009337,110319,0.032858,0.009218,3.565,173531,0.021607,0.012146,1.779,88259
BRE011.AG,0.034148,0.009767,107157,0.039768,0.009264,4.293,168553,0.011889,0.010643,1.117,85728
BRE012.AG,0.030284,0.008932,113604,0.03234,0.008816,3.668,178322,0.006945,0.012311,0.564,90619
BRE013.AG,0.029511,0.008408,114511,0.032344,0.008874,3.645,180205,0.005489,0.011583,0.474,91826
BRE014.AG,0.037687,0.008491,114328,0.04443,0.008251,5.385,179746,0.020102,0.010413,1.93,91388
BRV001.AG,0.04684,0.009722,102164,0.046734,0.008792,5.315,160876,0.006678,0.01238,0.539,83771
BSB001.AG,0.020293,0.011481,69184,0.029465,0.009538,3.089,108543,-0.001547,0.015582,-0.099,55784
BSB002.AG,0.031764,0.012191,45249,0.041128,0.01265,3.251,70936,0.025445,0.020296,1.254,36629
BSB003.AG,0.046128,0.013904,36428,0.052438,0.012973,4.042,57323,0.025284,0.017137,1.475,31168
BSB004.AG,0.112535,0.032223,5952,0.068832,0.026493,2.598,9651,0.083928,0.044189,1.899,5590
CHK001.AG,0.028368,0.038604,3733,0.036283,0.033869,1.071,5957,0.043847,0.061299,0.715,3273
CHK002.AG,0.02831,0.026665,10324,0.031897,0.024616,1.296,16297,0.011751,0.036895,0.318,8626
CHK003.AG,0.042123,0.009853,67782,0.037472,0.00885,4.234,106823,0.027437,0.013453,2.04,56252
CHK004.AG,0.041198,0.010604,73963,0.044158,0.010222,4.32,116168,0.019667,0.013488,1.458,59964
CHK005.AG,0.042231,0.011447,72738,0.048773,0.010014,4.871,114503,0.025826,0.013624,1.896,61308
CSP001.AG,0.020461,0.028058,10574,0.020264,0.02442,0.83,16731,0.00188,0.043035,0.044,8689
CSP003.AG,0.03624,0.009313,86665,0.043813,0.008819,4.968,136936,0.019897,0.012802,1.554,70504
CSP004.AG,0.031763,0.012496,55386,0.032141,0.012333,2.606,87561,0.008902,0.018027,0.494,45922
ESZ001.AG,0.034533,0.009006,117809,0.042986,0.009275,4.635,185169,0.011625,0.011756,0.989,93428
ESZ002.AG,0.041756,0.01017,79879,0.044603,0.010846,4.112,125496,0.031028,0.017028,1.822,63146
ESZ003.AG,0.043701,0.0085,97839,0.047811,0.007693,6.214,154239,0.018353,0.011272,1.628,79360
HUN001.AG,0.009466,0.020413,25571,0.009758,0.017933,0.544,40081,0.005065,0.022536,0.225,20433
KBO001.AG,0.031612,0.010124,108803,0.032151,0.010198,3.153,170815,0.008141,0.013112,0.621,87791
KBU001.AG,0.04667,0.012788,38167,0.041484,0.013185,3.146,59979,0.036461,0.022936,1.59,30866
KBU002.AG,0.038843,0.018663,18512,0.048375,0.018198,2.658,29285,0.060339,0.030468,1.98,15149
KBU003.AG,0.018333,0.01751,26951,0.02061,0.015434,1.335,42639,-0.01782,0.018165,-0.981,22148
KEN001.AG,0.040044,0.009527,79977,0.039025,0.008213,4.752,126441,0.019088,0.013235,1.442,65545
KEN002.AG,0.082133,0.016828,21820,0.061835,0.018021,3.431,34692,0.054304,0.025863,2.1,18035
KEN003.AG,0.014808,0.012275,36121,0.028275,0.009912,2.853,57069,-0.006079,0.019155,-0.317,29697
KKB001.AG,0.038789,0.00803,115241,0.038943,0.008078,4.821,181099,0.02319,0.012416,1.868,92266
KKB002.AG,0.044021,0.00918,118013,0.047738,0.009656,4.944,185558,0.007737,0.009439,0.82,94447
KKM001.AG,0.04624,0.009712,115701,0.039102,0.010245,3.817,181844,0.011916,0.012923,0.922,92793
KLK002.AG,0.026226,0.0092,66809,0.027262,0.009754,2.795,104899,0.005853,0.016116,0.363,54836
KNT001.AG,0.035528,0.009342,107035,0.035395,0.008915,3.97,168396,0.024897,0.011512,2.163,85530
KNT002.AG,0.043432,0.007956,110787,0.03898,0.008173,4.769,174293,0.019079,0.011007,1.733,88066
KNT003.AG,0.037458,0.008597,113441,0.040563,0.008628,4.701,178447,0.023245,0.010626,2.187,90009
KNT004.AG,0.03773,0.007783,112118,0.044061,0.009199,4.79,176353,0.006757,0.01128,0.599,89397
KNT005.AG,0.029648,0.009903,114724,0.033389,0.009115,3.663,180539,0.023386,0.012673,1.845,90910
KOK002.AG,0.089625,0.037272,3934,0.056748,0.03865,1.468,6253,-0.011332,0.07179,-0.158,3575
KRY001.AG,0.050883,0.009736,60500,0.043705,0.011042,3.958,95076,0.006122,0.014963,0.409,48666
KSH001.AG,0.04673,0.008548,113296,0.051061,0.008679,5.883,178279,0.01933,0.011267,1.716,91354
DA14.AG,0.037909,0.008651,117569,0.044392,0.008372,5.303,184631,0.007618,0.011704,0.651,93811
KSH003.AG,0.03053,0.009151,96661,0.036072,0.009259,3.896,152227,0.004649,0.012523,0.371,79645
DA15.AG,0.038263,0.008,115011,0.041426,0.00807,5.134,180828,0.013605,0.010123,1.344,92062
KSK002.AG,0.034221,0.01364,46978,0.02674,0.0132,2.026,73488,0.003219,0.018568,0.173,38738
KYZ001.AG,0.025743,0.009571,114980,0.035512,0.009164,3.875,180861,-0.001457,0.010045,-0.145,92228
KYZ002.AG,0.023628,0.00981,114342,0.027136,0.009369,2.896,179820,-0.005536,0.009952,-0.556,92298
KZL001.AG,0.039072,0.00984,102089,0.04774,0.009209,5.184,160527,0.000649,0.012351,0.053,81481
KZL003.AG,0.02003,0.025875,11625,0.00945,0.022975,0.411,18279,0.011873,0.03476,0.342,9589
KZL004.AG,0.046584,0.009018,98804,0.058031,0.008882,6.533,155454,0.028286,0.011878,2.381,79917
MMR001.AG,0.036944,0.012231,66212,0.038698,0.012979,2.982,104084,0.005931,0.016087,0.369,55763
