genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
CGG_2_106798.SG,0.029388,0.008594,94459,0.028454,0.006469,4.398,203345,-0.008255,0.011237,-0.735,111144
CGG_2_106800.SG,0.017344,0.00727,172189,0.014096,0.006543,2.154,365103,-0.007068,0.007087,-0.997,184769
CGG_2_106801.SG,0.031039,0.006273,200308,0.020086,0.006116,3.284,427914,-0.00466,0.007859,-0.593,223341
CGG_2_106802.SG,0.025565,0.00578,483864,0.015267,0.004827,3.162,1047446,-0.005716,0.005476,-1.044,537648
CGG_2_106803.SG,0.00865,0.015498,23882,0.000618,0.012878,0.048,49772,6.5e-05,0.02134,0.003,25078
CGG_2_106804.SG,0.028268,0.011868,74013,0.018573,0.010253,1.812,159142,-0.007856,0.011374,-0.691,83173
CGG_2_106805.SG,0.02861,0.005964,358733,0.021053,0.005171,4.071,771003,-0.006176,0.006346,-0.973,398437
CGG_2_106806.SG,0.030092,0.009429,84136,0.01013,0.008546,1.185,179510,0.003808,0.011268,0.338,92632
CGG_2_106810.SG,0.027627,0.007678,136530,0.018401,0.006487,2.837,289018,-0.005909,0.009003,-0.656,149412
CGG_2_106811.SG,0.032064,0.013169,50166,0.015705,0.011102,1.415,105267,0.002981,0.013024,0.229,54964
CGG_2_106813.SG,0.026412,0.005973,295340,0.018975,0.004955,3.83,636093,0.002041,0.006511,0.314,331759
CGG_2_106815.SG,0.030695,0.008213,61287,0.014535,0.008502,1.71,132201,-0.003388,0.012795,-0.265,67593
CGG_2_106816.SG,0.027739,0.005379,406250,0.023193,0.004613,5.028,872917,0.011074,0.005709,1.94,449679
CGG_2_106817.SG,0.022134,0.00512,351706,0.017859,0.004736,3.771,755137,-0.007242,0.005682,-1.275,390573
CGG_2_106820.SG,0.021861,0.008865,118564,0.017209,0.007414,2.321,252713,0.012735,0.010596,1.202,135173
CGG_2_106822.SG,0.021248,0.007768,157219,0.018223,0.006872,2.652,333092,-0.002866,0.007671,-0.374,173091
CGG_2_106823.SG,0.022012,0.014754,55442,0.024179,0.01188,2.035,118926,-0.006734,0.013622,-0.494,61971
CGG_2_106824.SG,0.022077,0.007438,187074,0.019223,0.005956,3.228,393499,-0.001195,0.007515,-0.159,201523
CGG_2_106825.SG,0.016486,0.006079,266309,0.018539,0.004953,3.743,567748,0.006204,0.007051,0.88,291935
CGG_2_106826.SG,0.022208,0.014042,49224,0.014292,0.010754,1.329,104039,-0.016584,0.013992,-1.185,52288
CGG_2_106827.SG,0.017707,0.010123,88957,0.02149,0.007713,2.786,189474,-0.006816,0.009312,-0.732,96297
CGG_2_106828.SG,0.01956,0.021539,18887,-0.000578,0.014137,-0.041,39176,0.015135,0.023716,0.638,19837
CGG_2_106830.SG,0.00814,0.013363,46295,-0.002501,0.010982,-0.228,98354,0.016887,0.01225,1.379,51347
CGG_2_106832.SG,0.028072,0.006803,241603,0.014195,0.006166,2.302,519501,-0.00359,0.007973,-0.45,271968
CGG_2_106833.SG,0.016493,0.00612,430122,0.012075,0.00463,2.608,928629,-0.012147,0.005062,-2.399,478885
CGG_2_106836.SG,0.029559,0.019064,21660,0.024457,0.015469,1.581,44870,0.03301,0.025681,1.285,22066
CGG_2_106837.SG,0.020881,0.011608,68301,0.007614,0.009961,0.764,142399,0.014206,0.010894,1.304,73093
CGG_2_106838.SG,0.024129,0.006185,320649,0.014172,0.00499,2.84,687494,7.6e-05,0.006412,0.012,354485
CGG_2_106841.SG,0.019464,0.005764,503152,0.009078,0.004949,1.834,1091962,-0.004897,0.006402,-0.765,558188
CGG_2_107001.SG,0.038459,0.022271,14982,0.018123,0.017901,1.012,31340,0.013572,0.027302,0.497,16328
CGG_2_107002.SG,0.018403,0.005602,469038,0.011114,0.0045,2.47,1015837,-0.004419,0.006218,-0.711,520010
CGG_2_107003.SG,0.021879,0.004539,482331,0.020599,0.00424,4.858,1043676,-0.005489,0.005598,-0.98,537232
CGG_2_107004.SG,0.00772,0.007898,151554,0.004488,0.006882,0.652,323035,0.006282,0.007155,0.878,163349
CGG_2_107005.SG,0.016905,0.006233,196609,0.014205,0.005137,2.765,422601,0.001496,0.007517,0.199,216733
CGG_2_107006.SG,0.01661,0.005178,358074,0.012605,0.005877,2.145,775498,-0.009298,0.007855,-1.184,399230
CGG_2_107007.SG,0.023243,0.005945,313956,0.017362,0.005805,2.991,674965,0.006432,0.007118,0.904,344936
CGG_2_107008.SG,0.020607,0.006397,319812,0.016728,0.005294,3.16,686241,0.001766,0.007484,0.236,348213
CGG_2_107009.SG,0.026208,0.006505,412917,0.020939,0.005419,3.864,891712,0.003235,0.005445,0.594,455142
CGG_2_107010.SG,0.024386,0.006043,351074,0.018385,0.006034,3.047,756323,-0.003286,0.007403,-0.444,385558
CGG_2_107011.SG,0.026401,0.005411,274700,0.016403,0.00481,3.41,589985,-0.004498,0.006297,-0.714,300266
CGG_2_107012.SG,0.022698,0.005419,272563,0.015561,0.004675,3.328,585801,-0.003845,0.006438,-0.597,300726
CGG_2_107013.SG,0.021335,0.005774,404717,0.014978,0.004077,3.674,874376,-0.00073,0.005772,-0.126,446012
CGG_2_107014.SG,0.021591,0.005618,445237,0.010409,0.004841,2.15,963328,0.000818,0.005047,0.162,492852
CGG_2_107015.SG,0.018297,0.005764,385554,0.015182,0.005185,2.928,831262,-0.003431,0.006481,-0.529,425666
CGG_2_107016.SG,0.015753,0.007565,146852,0.011911,0.006488,1.836,315439,0.007586,0.008237,0.921,161148
CGG_2_107017.SG,0.023583,0.005181,488526,0.015216,0.004411,3.45,1058842,-0.0045,0.006018,-0.748,540780
CGG_2_107019.SG,0.02766,0.005909,213352,0.018499,0.005284,3.501,456990,0.001626,0.006649,0.245,231851
CGG_2_107020.SG,0.020512,0.004887,501116,0.015557,0.00436,3.568,1086575,-0.002593,0.005422,-0.478,555657
CGG_2_107021.SG,0.024733,0.006887,291463,0.014832,0.005775,2.568,624842,-0.000938,0.007441,-0.126,317021
CGG_2_107022.SG,0.025406,0.006124,462113,0.017023,0.004882,3.487,997579,-0.009333,0.005634,-1.656,511636
CGG_2_107023.SG,0.019661,0.005693,450176,0.011725,0.005243,2.236,972833,0.001851,0.006316,0.293,501727
CGG_2_107024.SG,0.021319,0.006645,215079,0.015739,0.006062,2.596,460674,-0.009794,0.007595,-1.29,234290
CGG_2_107025.SG,0.017712,0.005678,505822,0.01262,0.004975,2.536,1098432,-0.002261,0.005261,-0.43,560972
CGG_2_107026.SG,0.019806,0.005188,505261,0.00979,0.004667,2.098,1096937,-0.005268,0.005821,-0.905,560439
CGG_2_107027.SG,0.018993,0.005555,493711,0.012877,0.005114,2.518,1070457,-0.002961,0.00591,-0.501,548053
CGG_2_107028.SG,0.020046,0.004748,504067,0.013635,0.004604,2.961,1093899,-0.004034,0.005906,-0.683,559053
CGG_2_107029.SG,0.030165,0.006123,280795,0.019832,0.005744,3.453,599308,0.00738,0.0066,1.118,307961
CGG_2_107030.SG,0.021619,0.006006,384837,0.015669,0.004508,3.476,824970,0.003843,0.005644,0.681,423471
CGG_2_107031.SG,0.044275,0.015681,32712,0.032566,0.011146,2.922,67597,0.018167,0.021871,0.831,33976
CGG_2_107032.SG,0.021593,0.00552,362206,0.011146,0.004959,2.248,775836,-0.00283,0.006544,-0.432,400864
CGG_2_107033.SG,0.010741,0.006393,253435,0.012897,0.005015,2.572,542816,-0.001481,0.006357,-0.233,277069
CGG_2_107034.SG,0.023933,0.005667,505809,0.019843,0.005047,3.932,1098409,-0.006269,0.005305,-1.182,560959
CGG_2_107035.SG,0.032086,0.010196,77828,0.017886,0.009264,1.931,165790,0.001127,0.012227,0.092,83781
CGG_2_107036.SG,0.016092,0.008014,243966,0.014196,0.00648,2.191,524045,-0.005993,0.007586,-0.79,270282
CGG_2_107037.SG,0.028058,0.005474,361879,0.018804,0.005478,3.433,779568,-0.002909,0.005982,-0.486,397620
CGG_2_107038.SG,0.029722,0.006313,352919,0.023005,0.005454,4.218,755623,0.002934,0.006399,0.458,387379
CGG_2_107039.SG,0.026132,0.005724,504900,0.020792,0.004922,4.224,1096072,-0.001529,0.005479,-0.279,559984
CGG_2_107040.SG,0.023659,0.005756,304293,0.016654,0.00508,3.279,654939,-0.000985,0.006856,-0.144,338036
CGG_2_107041.SG,0.019319,0.005745,499676,0.013484,0.005076,2.656,1083836,-0.003972,0.006314,-0.629,554469
CGG_2_107042.SG,0.025163,0.009094,134269,0.020369,0.007161,2.845,283572,-0.003266,0.008848,-0.369,139297
CGG_2_107044.SG,0.040462,0.00613,164871,0.025979,0.00619,4.197,344205,-0.001022,0.007442,-0.137,175185
CGG_2_107383.SG,0.021268,0.007147,168297,0.020115,0.006562,3.065,356713,0.013672,0.008719,1.568,181982
CGG_2_107384.SG,0.025445,0.006109,458486,0.025596,0.005088,5.03,989588,0.001093,0.006394,0.171,509594
CGG_2_107385.SG,0.032463,0.008717,109987,0.018291,0.008106,2.256,233723,-0.001284,0.012009,-0.107,123561
CGG_2_107386.SG,0.018774,0.006172,197419,0.020239,0.004982,4.063,417797,0.003677,0.007136,0.515,213597
CGG_2_107387.SG,0.020028,0.005978,393421,0.012326,0.004787,2.575,846830,-0.008754,0.006393,-1.369,436614
CGG_2_107389.SG,0.02675,0.006298,376059,0.018905,0.00503,3.758,809837,0.005784,0.005556,1.041,413600
CGG_2_107390.SG,0.023927,0.005256,472093,0.021857,0.004528,4.827,1020560,-0.000504,0.005144,-0.098,525045
CGG_2_107391.SG,0.033176,0.006144,263486,0.019647,0.005019,3.914,564585,0.001013,0.006164,0.164,289089
CGG_2_107392.SG,0.013475,0.006243,470022,0.008901,0.005498,1.619,1016875,-0.010447,0.004781,-2.185,523007
CGG_2_107393.SG,0.023073,0.007413,169696,0.019364,0.006176,3.135,362390,-0.010772,0.008364,-1.288,193826
CGG_2_107394.SG,0.023617,0.005938,423132,0.021259,0.004868,4.368,911115,0.001668,0.006602,0.253,471287
CGG_2_107395.SG,0.015767,0.007543,179251,0.007532,0.00622,1.211,385358,-0.014959,0.008922,-1.677,198175
CGG_2_107396.SG,0.020767,0.007579,169951,0.013548,0.006529,2.075,363464,0.005792,0.008507,0.681,185141
CGG_2_107397.SG,0.039809,0.010494,97510,0.029413,0.007379,3.986,207011,0.000576,0.009643,0.06,105120
CGG_2_107398.SG,0.019238,0.007317,185359,0.017938,0.006122,2.93,396545,-0.003297,0.008448,-0.39,201649
CGG_2_107399.SG,0.011117,0.007219,183372,0.007255,0.006463,1.122,393530,0.002195,0.009226,0.238,200649
CGG_2_107400.SG,0.030593,0.006541,216442,0.014949,0.005493,2.722,461843,-0.000706,0.007924,-0.089,239084
CGG_2_107401.SG,0.031235,0.009115,82205,0.015143,0.008117,1.865,175465,-0.007883,0.011436,-0.689,89624
CGG_2_107402.SG,0.016702,0.012264,71139,0.019718,0.008176,2.412,153090,-0.002373,0.011364,-0.209,82325
CGG_2_107403_rmContam.SG,0.017248,0.006576,229298,0.007736,0.005868,1.318,493916,-0.006585,0.007231,-0.911,257920
CGG_2_107406.SG,0.018654,0.004553,440805,0.015483,0.004958,3.123,953127,0.002475,0.005716,0.433,488293
CGG_2_107407.SG,0.023054,0.008879,186689,0.019014,0.006212,3.061,401512,-0.002942,0.007481,-0.393,212089
CGG_2_107408.SG,0.018002,0.005352,231868,0.010595,0.004856,2.182,498155,-0.006775,0.007327,-0.925,262517
CGG_2_107409.SG,0.026604,0.006396,166981,0.022461,0.005811,3.865,356334,0.004874,0.007982,0.611,182989
CGG_2_107410.SG,0.040069,0.008038,159857,0.02628,0.006521,4.03,339209,-0.005739,0.008652,-0.663,180760
CGG_2_107411.SG,0.01839,0.006052,413560,0.012213,0.005207,2.345,892062,-0.003985,0.006,-0.664,456744
CGG_2_107412.SG,0.032208,0.005395,354107,0.028471,0.005588,5.095,762511,0.008741,0.006444,1.356,394043
CGG_2_107413.SG,0.018804,0.006474,246266,0.015666,0.00443,3.536,528843,-0.00514,0.006971,-0.737,272803
CGG_2_107414.SG,0.01735,0.008267,219216,0.00784,0.006003,1.306,468992,-0.001242,0.008104,-0.153,242060
CGG_2_107415.SG,0.032899,0.005951,294870,0.023496,0.005365,4.379,632168,0.009141,0.006553,1.395,325134
CGG_2_107416.SG,0.021243,0.005091,395487,0.015379,0.004386,3.507,853878,-0.00479,0.005996,-0.799,436021
CGG_2_107417.SG,0.023388,0.007063,281373,0.019501,0.005772,3.379,603178,-0.004296,0.007904,-0.544,313426
CGG_2_107418.SG,0.012283,0.005471,383314,0.006779,0.004035,1.68,824461,-0.008278,0.006024,-1.374,429804
CGG_2_107419.SG,0.028532,0.005626,332145,0.021832,0.004738,4.608,713973,0.001351,0.005975,0.226,371036
CGG_2_107420.SG,0.020577,0.006846,162666,0.012223,0.005384,2.27,348744,-0.001242,0.008489,-0.146,180257
CGG_2_107422.SG,0.024239,0.006233,310132,0.015226,0.005573,2.732,666891,0.000717,0.007527,0.095,343983
CGG_2_107423.SG,0.022148,0.007368,329080,0.018797,0.006179,3.042,709862,0.002673,0.008197,0.326,361847
CGG_2_107424.SG,0.023949,0.011956,69015,0.006629,0.007746,0.856,144637,0.007676,0.013749,0.558,74502
CGG_2_107425.SG,0.024529,0.009239,107359,0.019072,0.00594,3.211,226128,0.008487,0.007758,1.094,112920
CGG_2_107426.SG,0.02712,0.005788,383707,0.022736,0.005313,4.279,826847,0.005836,0.006321,0.923,429283
CGG_2_107427.SG,0.023771,0.006478,356764,0.017788,0.005492,3.239,764481,-0.001001,0.005568,-0.18,394745
CGG_2_107428.SG,0.027541,0.008423,102254,0.026533,0.006872,3.861,218759,0.008546,0.010863,0.787,111186
CGG_2_107429.SG,0.028534,0.005758,358841,0.020075,0.005292,3.793,772848,0.002891,0.005798,0.499,402280
CGG_2_107431.SG,0.008338,0.018595,21958,0.005032,0.013835,0.364,45512,-0.009097,0.020887,-0.436,23127
CGG_2_107433.SG,0.023005,0.009872,99214,0.019221,0.00798,2.409,211563,-0.000614,0.010611,-0.058,106707
CGG_2_107434.SG,0.028565,0.010612,99084,0.017093,0.008395,2.036,209722,-0.001342,0.012719,-0.105,106408
CGG_2_107435.SG,0.02825,0.006656,330435,0.019407,0.005969,3.251,707663,0.004087,0.007753,0.527,360004
CGG_2_107436.SG,0.023356,0.006168,403343,0.015588,0.005164,3.018,868240,0.003638,0.006524,0.558,448370
CGG_2_107437.SG,0.022931,0.008158,160174,0.00745,0.006763,1.102,342110,-0.002327,0.007406,-0.314,172649
CGG_2_107438.SG,0.01769,0.005521,321675,0.014533,0.00474,3.066,692181,-0.00234,0.005865,-0.399,357658
CGG_2_107440.SG,0.018826,0.006465,412079,0.009929,0.005479,1.812,886941,0.00027,0.006475,0.042,458433
CGG_2_107441.SG,0.026943,0.005556,305612,0.013035,0.004561,2.858,658240,0.003469,0.006666,0.52,337085
CGG_2_107442.SG,0.022763,0.005357,238999,0.019245,0.0052,3.701,512240,0.001899,0.006614,0.287,261148
CGG_2_107443.SG,0.020371,0.005368,495497,0.013726,0.004585,2.994,1074101,-0.00354,0.005894,-0.601,549994
CGG_2_107444.SG,0.024121,0.006542,459829,0.020317,0.005692,3.57,993156,-0.005083,0.005663,-0.898,510472
CGG_2_107445.SG,0.02005,0.005584,404484,0.014427,0.005222,2.763,872657,-0.003207,0.005037,-0.637,451516
CGG_2_107446.SG,0.023517,0.00723,278731,0.016974,0.006058,2.802,598431,0.001931,0.006889,0.28,304553
CGG_2_107447.SG,0.016046,0.005836,416790,0.009193,0.004711,1.951,899491,-0.006825,0.006236,-1.095,456769
CGG_2_107449.SG,0.025716,0.006281,353670,0.018277,0.005742,3.183,757372,0.001187,0.006059,0.196,390890
CGG_2_107450.SG,0.016206,0.007707,180446,0.012406,0.006508,1.906,387454,-0.003224,0.007068,-0.456,197659
CGG_2_107451.SG,0.018794,0.007895,229356,0.00985,0.006521,1.511,490323,-0.01241,0.006787,-1.828,248950
CGG_2_107452.SG,0.015765,0.005788,233840,0.00864,0.005295,1.632,502656,-0.005767,0.006249,-0.923,255840
CGG_2_107453.SG,0.02287,0.007057,295511,0.015801,0.005416,2.918,630268,-0.006038,0.007865,-0.768,319833
CGG_2_107454.SG,0.015354,0.006308,330852,0.004071,0.005541,0.735,707033,-0.001717,0.00635,-0.27,356913
CGG_2_107455.SG,0.00681,0.024008,14348,0.010186,0.017348,0.587,29133,-0.004221,0.02754,-0.153,14337
CGG_2_107456.SG,0.026597,0.008399,131143,0.019329,0.006567,2.943,281664,0.009388,0.00805,1.166,143877
CGG_2_107457.SG,0.035659,0.005412,269848,0.023688,0.004697,5.043,578277,-5.2e-05,0.00709,-0.007,295891
CGG_2_107458.SG,0.02115,0.007576,165799,0.018734,0.006089,3.077,355095,0.001243,0.007809,0.159,181714
CGG_2_107459.SG,0.023324,0.005288,497812,0.017714,0.004714,3.758,1079211,-0.001943,0.005421,-0.358,553070
CGG_2_107460.SG,0.024248,0.005204,505354,0.020108,0.005195,3.871,1097074,-0.005909,0.005823,-1.015,560509
CGG_2_107461.SG,0.025633,0.006168,232910,0.018509,0.004812,3.846,499649,-0.001753,0.008185,-0.214,256512
CGG_2_107462.SG,0.03141,0.017665,30813,0.019494,0.010918,1.785,64751,0.015286,0.018999,0.805,32657
CGG_2_107463.SG,0.020885,0.006861,314313,0.015685,0.005789,2.709,674838,-0.002865,0.005922,-0.484,350994
CGG_2_107464.SG,0.020726,0.008484,178062,0.017542,0.007068,2.482,379419,-0.001213,0.008914,-0.136,196832
CGG_2_107465.SG,0.023934,0.005374,414088,0.017234,0.004173,4.13,891506,0.001043,0.005701,0.183,460473
CGG_2_107466.SG,0.022673,0.00555,396331,0.015163,0.005134,2.953,851883,0.002101,0.004868,0.432,440257
CGG_2_107467.SG,0.01636,0.009241,163717,0.013318,0.007669,1.737,350542,-0.007946,0.009847,-0.807,178409
CGG_2_107468.SG,0.029896,0.00657,372990,0.020025,0.005505,3.637,799090,0.003274,0.006499,0.504,414370
CGG_2_107470.SG,0.024246,0.007044,186473,0.014158,0.006353,2.229,396453,0.005973,0.006493,0.92,200752
CGG_2_107472.SG,0.028487,0.006505,240076,0.022777,0.00595,3.828,513779,0.004079,0.007588,0.538,262730
CGG_2_107476.SG,0.025433,0.0079,199048,0.022534,0.006592,3.419,425496,0.008193,0.008648,0.947,217176
CGG_2_107477.SG,0.029788,0.00613,360650,0.023543,0.005474,4.301,775352,-0.000622,0.005889,-0.106,394674
CGG_2_107478.SG,0.026405,0.006541,229014,0.018585,0.006075,3.059,487364,-0.002057,0.007133,-0.288,246486
CGG_2_107479.SG,0.016394,0.01059,52156,0.013056,0.009491,1.376,113675,-0.024662,0.014795,-1.667,60826
CGG_2_107480.SG,0.031367,0.00613,324452,0.024391,0.00611,3.992,698806,0.005563,0.008797,0.632,358601
CGG_2_107481.SG,0.011642,0.008972,121391,0.005702,0.006651,0.857,260369,-0.011577,0.009834,-1.177,133843
CGG_2_107482.SG,0.019434,0.006032,442711,0.013999,0.004896,2.859,955283,-0.005721,0.005806,-0.985,492404
CGG_2_107484_rmContam.SG,0.025923,0.006324,244689,0.020551,0.004894,4.2,528916,-0.006228,0.007473,-0.833,275109
CGG_2_107485.SG,0.007911,0.018943,22470,0.011652,0.013568,0.859,47227,0.013173,0.020845,0.632,23422
CGG_2_107486.SG,0.026758,0.004945,396434,0.018962,0.004474,4.239,852500,0.003182,0.005428,0.586,441165
CGG_2_107488.SG,0.01833,0.00566,416900,0.009454,0.004776,1.979,898718,-0.004048,0.005222,-0.775,464645
CGG_2_107489.SG,0.024417,0.005478,487942,0.018288,0.004853,3.769,1057103,-0.004289,0.006447,-0.665,542189
CGG_2_107490.SG,0.022979,0.005678,408484,0.019793,0.005076,3.899,877112,0.002207,0.005807,0.38,454964
CGG_2_107492.SG,0.030608,0.010815,90766,0.015749,0.008316,1.894,193945,-0.016616,0.010509,-1.581,98985
CGG_2_107494.SG,0.025195,0.007153,195866,0.019039,0.005305,3.589,422448,0.015927,0.006914,2.304,216984
CGG_2_107495.SG,0.025244,0.006827,203293,0.020899,0.006074,3.441,435694,0.003067,0.008147,0.376,223912
CGG_2_107498.SG,0.036911,0.010005,65299,0.02039,0.008953,2.278,139662,0.004493,0.012244,0.367,72611
CGG_2_107499.SG,0.023413,0.008209,155704,0.018545,0.007361,2.519,333699,-0.003901,0.009094,-0.429,171187
CGG_2_107501.SG,0.018971,0.005726,336178,0.015654,0.004375,3.578,723464,0.00235,0.006293,0.373,372790
CGG_2_107502.SG,0.0186,0.006661,252011,0.012933,0.005009,2.582,541868,-0.005622,0.006711,-0.838,279552
CGG_2_107503.SG,0.030138,0.009957,100881,0.023117,0.007985,2.895,214577,0.008088,0.011433,0.707,108736
CGG_2_107504.SG,0.022921,0.007384,133723,0.010984,0.007211,1.523,286138,-0.007053,0.01052,-0.67,145737
CGG_2_107505.SG,0.019987,0.005473,291644,0.013487,0.004898,2.754,625548,0.002719,0.006586,0.413,317691
CGG_2_107506.SG,0.026587,0.006097,482291,0.021929,0.005023,4.365,1044824,0.005425,0.004854,1.118,533768
CGG_2_107507.SG,0.021332,0.00607,272860,0.014181,0.004372,3.244,586009,0.004122,0.006674,0.618,298137
CGG_2_107508.SG,0.023153,0.005232,473101,0.015532,0.004322,3.593,1022732,0.005471,0.005051,1.083,524839
CGG_2_107509.SG,0.023416,0.008444,109770,0.011211,0.006625,1.692,233569,-0.007641,0.009256,-0.826,118766
CGG_2_107510.SG,0.032538,0.017817,17989,0.020471,0.015665,1.307,38419,0.014462,0.025007,0.578,19665
CGG_2_107512.SG,0.013096,0.007685,136399,0.007238,0.006757,1.071,292570,-0.003171,0.00946,-0.335,152726
CGG_2_107515.SG,0.028053,0.00604,163799,0.022803,0.005131,4.444,349755,0.011174,0.005595,1.997,187765
CGG_2_107516.SG,0.029162,0.008632,118283,0.019331,0.006744,2.866,250983,0.000621,0.009315,0.067,128506
CGG_2_107517.SG,0.02059,0.007386,181974,0.011319,0.006496,1.743,389230,0.006194,0.008438,0.734,199475
CGG_2_107518.SG,0.027451,0.006832,228360,0.020689,0.005958,3.473,490696,0.005101,0.008613,0.592,255461
CGG_2_107519.SG,0.02737,0.005666,336625,0.019066,0.005291,3.604,721847,0.00272,0.006588,0.413,376921
CGG_2_107522.SG,0.02439,0.00615,344639,0.016826,0.004973,3.383,742149,-0.002578,0.007269,-0.355,379874
CGG_2_107523.SG,0.027146,0.006839,240597,0.017266,0.005723,3.017,517190,0.002563,0.006564,0.39,266185
CGG_2_107524.SG,0.040958,0.019614,18965,0.029146,0.015675,1.859,40351,0.02943,0.021606,1.362,21130
CGG_2_107525.SG,0.048711,0.009721,72695,0.030387,0.00832,3.652,154644,0.006249,0.009441,0.662,82641
CGG_2_107526.SG,0.030935,0.011843,73788,0.025151,0.009737,2.583,155597,0.001117,0.01252,0.089,79270
CGG_2_107528.SG,0.021284,0.005524,391811,0.01479,0.004547,3.252,841695,0.001174,0.006236,0.188,436457
CGG_2_107529.SG,0.015053,0.010321,81990,0.007774,0.00736,1.056,175523,-0.001699,0.010714,-0.159,90644
CGG_2_107532.SG,0.016354,0.006005,396324,0.012909,0.005211,2.477,857287,0.002578,0.006309,0.409,442728
CGG_2_107533.SG,0.02601,0.00509,505744,0.01688,0.004448,3.795,1098187,-0.009636,0.00566,-1.702,560896
CGG_2_107534.SG,0.017704,0.005575,486439,0.014107,0.004666,3.023,1053646,-0.002617,0.005453,-0.48,538550
CGG_2_107535.SG,0.021516,0.006034,479387,0.015454,0.005074,3.046,1036728,-0.003908,0.005644,-0.693,529211
CGG_2_107536.SG,0.021611,0.006164,455957,0.01902,0.005151,3.693,986679,0.000588,0.005937,0.099,504184
CGG_2_107579.SG,0.02544,0.006633,215695,0.015412,0.005743,2.683,461203,-0.003865,0.007789,-0.496,233499
CGG_2_107580.SG,0.029314,0.00563,252185,0.020628,0.00458,4.504,541030,0.006627,0.006181,1.072,275376
CGG_2_107581.SG,0.022363,0.006039,442699,0.014252,0.004838,2.946,954886,-0.003513,0.005891,-0.596,491805
CGG_2_107582.SG,0.025299,0.00609,377600,0.017359,0.005368,3.234,805462,-0.001896,0.006608,-0.287,412296
CGG_2_107583.SG,0.015733,0.017463,22932,0.017358,0.014999,1.157,49255,0.002993,0.016957,0.177,24943
CGG_2_107735.SG,0.016863,0.007067,271937,0.00894,0.005109,1.75,590792,-0.003741,0.006949,-0.538,314073
CGG_2_107736.SG,0.035588,0.013055,45473,0.022642,0.011642,1.945,99282,-0.010161,0.012989,-0.782,54983
CGG_2_107738.SG,0.023027,0.01742,32017,0.012372,0.013431,0.921,69699,0.007008,0.015761,0.445,37889
CGG_2_107741.SG,0.021516,0.012433,32855,0.017704,0.010614,1.668,72469,-0.034977,0.017326,-2.019,40398
CGG_2_107742.SG,0.022713,0.009098,88254,0.02164,0.007476,2.895,191939,0.003219,0.010136,0.318,103115
CGG_2_107744.SG,0.02683,0.005742,482464,0.0187,0.005195,3.599,1046638,0.007361,0.005546,1.327,539895
CGG_2_107745.SG,0.014733,0.006329,453892,0.009192,0.004839,1.899,984988,-0.003409,0.006356,-0.536,515117
CGG_2_107746.SG,0.024546,0.005025,446025,0.012246,0.004655,2.631,967881,-0.008677,0.005725,-1.516,506465
CGG_2_107747.SG,0.019449,0.004648,500512,0.014163,0.004367,3.243,1086346,-0.009322,0.005572,-1.673,556815
CGG_2_107748.SG,0.019757,0.004976,476690,0.014886,0.004082,3.646,1034607,-0.012211,0.005443,-2.243,536370
CGG_2_107749.SG,0.021818,0.005473,383664,0.016417,0.004893,3.355,834955,-0.001442,0.006049,-0.238,446672
CGG_2_107750.SG,0.019949,0.006179,436249,0.015991,0.005465,2.926,947354,-0.000341,0.005516,-0.062,496308
CGG_2_107751.SG,0.017717,0.006171,470237,0.011187,0.00494,2.265,1019384,-0.001297,0.005164,-0.251,527094
CGG_2_107752.SG,0.021746,0.005257,453052,0.017442,0.004384,3.978,983635,-0.001413,0.004795,-0.295,515542
CGG_2_107753.SG,0.020405,0.005441,430744,0.010189,0.004951,2.058,932622,-0.007377,0.005865,-1.258,487218
CGG_2_107754.SG,0.020065,0.00554,494128,0.017737,0.00461,3.847,1072182,-0.001573,0.005412,-0.291,550637
CGG_2_107755.SG,0.022462,0.005524,441606,0.018392,0.004458,4.125,955977,0.002176,0.004968,0.438,495602
CGG_2_107756.SG,0.016943,0.005341,479070,0.01254,0.004895,2.562,1038741,-0.005911,0.006088,-0.971,535685
CGG_2_107757.SG,0.020652,0.005385,433470,0.011469,0.004246,2.701,939375,0.001254,0.005792,0.216,489481
CGG_2_107758.SG,0.018874,0.004931,491274,0.015313,0.004154,3.686,1066474,-0.00272,0.006311,-0.431,549031
CGG_2_107759.SG,0.027076,0.005842,468345,0.020648,0.005442,3.794,1016895,0.00339,0.005829,0.582,529805
CGG_2_107760.SG,0.023509,0.005888,359861,0.012776,0.00535,2.388,783844,-0.013444,0.006355,-2.115,421364
CGG_2_107761.SG,0.022478,0.006436,393819,0.018966,0.005671,3.345,857872,-0.003155,0.006335,-0.498,458815
CGG_2_107762.SG,0.02009,0.0077,202814,0.011843,0.006221,1.904,440716,-0.012833,0.00784,-1.637,238377
CGG_2_107763.SG,0.017387,0.005195,482764,0.010823,0.004999,2.165,1047563,-0.003051,0.004657,-0.655,540457
CGG_2_107764.SG,0.025757,0.005712,468045,0.017241,0.005002,3.447,1015651,-0.001175,0.00596,-0.197,527337
CGG_2_107765.SG,0.022773,0.006903,239105,0.014007,0.005551,2.523,522704,-0.002687,0.007359,-0.365,283880
CGG_2_107766.SG,0.022565,0.006031,382467,0.015602,0.005078,3.073,833371,-0.004964,0.006251,-0.794,447157
